Date,SOILT_P1_5cm,SOILT_P2_5cm,SOILT_P3_5cm,SOILT_5cm_gf,SOILT_P1_10cm,SOILT_P2_10cm,SOILT_P3_10cm,SOILT_10cm_gf,SOILT_P1_30cm,SOILT_P2_30cm,SOILT_P3_30cm,SOILT_30cm_gf,SOILT_P1_60cm,SOILT_P2_60cm,SOILT_P3_60cm,SOILT_60cm_gf,SWC_P1_5cm,SWC_P2_5cm,SWC_P3_5cm,SWC_5cm_gf,SWC_P1_10cm,SWC_P2_10cm,SWC_P3_10cm,SWC_10cm_gf,SWC_P1_30cm,SWC_P2_30cm,SWC_P3_30cm,SWC_30cm_gf,SWC_P1_60cm,SWC_P2_60cm,SWC_P3_60cm,SWC_60cm_gf
01/18/2020,1.057576275,1.22413433333333,0.6720138125,0.984574806944444,6.31094791666667,1.44819304166667,1.05498347916667,2.93804147916667,2.28831902083333,2.3433070625,1.79099375,2.14087327777778,4.85230125,3.29252460416667,NaN,4.07241292708333,0.174817935066968,0.196341877584234,0.156942510166645,0.176034107605949,0.142401035078894,0.166949441101419,0.133219607820672,0.147523361333662,0.0869710462672087,0.138221442553402,0.0859990951534594,0.103730527991357,0.108901835635444,0.156965230218676,0.103402891565606,0.123089985806576
01/19/2020,1.10304416041667,1.25082172916667,0.705930495833333,1.01993212847222,6.325408,1.47368283333333,1.0909813125,2.96335738194444,2.30930595833333,2.34517066666667,1.80483233333333,2.15310298611111,4.84643052083333,3.28121766666667,NaN,4.06382409375,0.174478084188834,0.195571799706315,0.156004089350732,0.175351324415294,0.142029876999257,0.16655472221818,0.132790381353857,0.147124993523765,0.0873830661602174,0.137798838657656,0.0861925747642962,0.103791493194057,0.109018359686083,0.157116066768712,0.103379337069895,0.12317125450823
01/20/2020,1.134278,1.2646380625,0.742166833333333,1.04702763194444,6.32175154166667,1.48626979166667,1.11789333333333,2.97530488888889,2.33030535416667,2.345314625,1.82539122916667,2.16700373611111,4.8398374375,3.27369758333333,NaN,4.05676751041667,0.174282951714315,0.195249029261808,0.155221954222855,0.174917978399659,0.141609758960358,0.165906630153842,0.13240019901055,0.14663886270825,0.0878522168294774,0.13738506531683,0.086383969057044,0.103873750401117,0.109013994807239,0.157217083960267,0.103569575428922,0.123266884732143
01/21/2020,1.15032822916667,1.26939560416667,0.76275921875,1.06082768402778,6.3099788125,1.49788020833333,1.1401244375,2.98266115277778,2.34179283333333,2.35404835416667,1.8357566875,2.17719929166667,4.8391105625,3.259888,NaN,4.04949928125,0.173989021867893,0.194726913176158,0.154588053928917,0.174434662990989,0.1414391577277,0.165646425172717,0.131979253764082,0.146354945554833,0.0881865951363751,0.137217863663692,0.0864704001441492,0.103958286314739,0.108988115197875,0.157430382647905,0.103708151574598,0.123375549806793
01/22/2020,1.14603979166667,1.26945410416667,0.785093095833333,1.06686233055556,6.30166,1.49141560416667,1.159764625,2.98428007638889,2.34465016666667,2.34464872916667,1.841166125,2.17682167361111,4.823187875,3.24438454166667,NaN,4.03378620833333,0.174153703510454,0.194437856132066,0.153992869989224,0.174194809877248,0.141414907183285,0.165158024739435,0.131604454148332,0.146059128690351,0.0886075051812662,0.136808204375818,0.0866075243698095,0.104007744642298,0.109000824411769,0.157708419402695,0.103729015024803,0.123479419613089
01/23/2020,1.127929375,1.26978389583333,0.807087379166667,1.06826688333333,6.2893525625,1.48742047916667,1.175983375,2.98425213888889,2.34135520833333,2.3492914375,1.84672141666667,2.1791226875,4.81485504166667,3.23686458333333,NaN,4.0258598125,0.174381652836592,0.194503990761113,0.153474412715484,0.174120018771063,0.141589338281918,0.164834218151627,0.131195086494905,0.14587288097615,0.0889820314905321,0.136473268040784,0.0867862146228776,0.104080504718065,0.108986238208613,0.157869541321879,0.103900462884531,0.123585414138341
01/24/2020,1.1208991875,1.2713646875,0.824158245833333,1.07214070694444,6.26376875,1.4939161875,1.202484125,2.98672302083333,2.33161954166667,2.3526069375,1.84970010416667,2.17797552777778,4.81206366666667,3.22756183333333,NaN,4.01981275,0.175100408494705,0.195045067755578,0.153067233161553,0.174404236470612,0.142278475284068,0.164833960664129,0.130885643151275,0.145999359699824,0.0893234165235682,0.136355405918114,0.0869468924478368,0.10420857162984,0.109027236471192,0.158100710935658,0.103978826414267,0.123702257940372
01/25/2020,1.11066125,1.27780775,0.829341141666667,1.07260338055556,6.24734872916667,1.49311729166667,1.21075641666667,2.9837408125,2.32657045833333,2.34274283333333,1.85238785416667,2.17390038194445,4.8049598125,3.21171002083333,NaN,4.00833491666667,0.176100550339635,0.195799374793342,0.1529386868086,0.174946203980526,0.143376159402642,0.16485937239982,0.130538869380558,0.146258133727673,0.0897559213611184,0.136172025218609,0.0870964592410792,0.104341468606936,0.109087438611183,0.158197397394331,0.103971861089611,0.123752232365042
01/26/2020,1.11573522916667,1.26942814583333,0.84505219375,1.07673852291667,6.2383231875,1.4967704375,1.22055027083333,2.98521463194444,2.3216438125,2.3467819375,1.85837466666667,2.17560013888889,4.7982645,3.21085379166667,NaN,4.00455914583333,0.177215525339535,0.196713339240026,0.153092818645056,0.175673894408206,0.144735729076178,0.164873909852594,0.130244274558473,0.146617971162415,0.0900272519147805,0.135986639003746,0.0871341359555978,0.104382675624708,0.10915194318453,0.158318049805431,0.104069116018414,0.123846369669459
01/27/2020,1.09636972916667,1.25321929166667,0.841309233333333,1.06363275138889,6.20646222916667,1.47754170833333,1.21314658333333,2.96571684027778,2.3069883125,2.32455495833333,1.84571904166667,2.1590874375,4.77755552083333,3.1869673125,NaN,3.98226141666667,0.178724045865981,0.197696060781719,0.153586204579488,0.176668770409063,0.146366383005141,0.165156658928362,0.13019989656134,0.147240979498281,0.090413786480315,0.136027126197224,0.087233339594513,0.104558084090684,0.109204792645464,0.15858662249892,0.104099227825099,0.123963547656494
01/28/2020,1.09391914583333,1.2374413125,0.849274210416667,1.06021155625,6.19614516666667,1.46946916666667,1.21331958333333,2.95964463888889,2.29676802083333,2.31666004166667,1.84690370833333,2.15344392361111,4.76321364583333,3.16956633333333,NaN,3.96638998958333,0.180344403576621,0.198647934519165,0.154133456868957,0.177708598321581,0.148185435450386,0.165657573598317,0.130165602487233,0.148002870511979,0.0907020008358974,0.136277950862111,0.0873768326191627,0.10478559477239,0.109215196761943,0.158756261729451,0.104282504692205,0.124084654394533
01/29/2020,1.09272633333333,1.2273476875,0.844081991666667,1.05471867083333,6.18416097916667,1.45273870833333,1.21488639583333,2.95059536111111,2.2865361875,2.3054973125,1.83360347916667,2.14187899305556,4.75231185416667,3.15997733333333,NaN,3.95614459375,0.182105889729669,0.199133034522689,0.15472198147592,0.178653635242759,0.149764890410698,0.165942465738099,0.130337705915537,0.148681687354778,0.091026716468745,0.136499668687038,0.0875211932976809,0.105015859484488,0.109215079693319,0.159057051708022,0.104414214044251,0.124228781815198
01/30/2020,1.10015216666667,1.22865689583333,0.834461527083333,1.05442352986111,6.18444775,1.4571988125,1.20931966666667,2.95032207638889,2.27819270833333,2.28974910416667,1.82749608333333,2.13181263194444,4.74071235416667,3.14881891666667,NaN,3.94476563541667,0.183555773858268,0.199195440322752,0.155301197848115,0.179350804009712,0.15103460806466,0.166238109675652,0.130845602874858,0.14937277353839,0.0913210535464977,0.136573215886459,0.0876498233681618,0.10518136426704,0.109210876742613,0.159174091873057,0.104465933117806,0.124283633911159
01/31/2020,1.111963125,1.2219570625,0.833142172916666,1.05568745347222,6.1783855,1.45451977083333,1.20517845833333,2.94602790972222,2.2792769375,2.27914289583333,1.82465583333333,2.12769188888889,4.7283750625,3.13984039583333,NaN,3.93410772916667,0.184733346619833,0.198925524029441,0.15571602864889,0.179791633099388,0.151918766547821,0.166393155335266,0.131447365754039,0.149919762545709,0.0916352155561044,0.136770122045172,0.0877535644719058,0.105386300691061,0.109222118054688,0.159340659049868,0.104677329680357,0.124413368928304
02/01/2020,1.12794095833333,1.23221989583333,0.835911016666667,1.06535729027778,6.18478108333333,1.46093933333333,1.222355,2.95602513888889,2.29506697916667,2.28042225,1.82913222916667,2.13487381944444,4.7361556875,3.13980125,NaN,3.93797846875,0.18558028909246,0.19863166269313,0.155938493180018,0.180050148321869,0.152510720604984,0.166336489517705,0.132060376547669,0.150302528890119,0.0919287241472114,0.136886678792598,0.0877850723766151,0.105533491772141,0.109294461330879,0.159409226502611,0.104651426324709,0.1244517047194
02/02/2020,1.1077921875,1.2155348125,0.818276085416667,1.04720102847222,6.17561635416666,1.44296685416667,1.19818685416667,2.93892335416667,2.27349572916667,2.26721816666667,1.8178805,2.11953146527778,4.71984154166667,3.1259805,NaN,3.92291102083333,0.186621998474093,0.198610407622426,0.158766073240108,0.181332826445542,0.153064090167107,0.166334199218121,0.132705503921781,0.15070126443567,0.0922477473824678,0.137037102621286,0.0878587900998109,0.105714546701188,0.109378581815703,0.159586800759687,0.104765942676359,0.12457710841725
02/03/2020,1.0619207125,1.1830010625,0.814846464583333,1.01992274652778,6.11279445833333,1.42682116666667,1.18037772916667,2.90666445138889,2.23893691666667,2.24733947916667,1.80008752083333,2.09545463888889,4.6918869375,3.09941525,NaN,3.89565109375,0.189550604003504,0.19986913226556,0.166044377391597,0.185154704553554,0.154477743798389,0.166900724111733,0.1338799942001,0.151752820703407,0.0925628916220775,0.136900933385215,0.0880262080033771,0.105830011003556,0.109471183133672,0.159894839830645,0.104819476756775,0.124728499907031
02/04/2020,1.01792029375,1.13858972916667,0.80397065625,0.986826893055555,6.07282220833333,1.37451902083333,1.16334564583333,2.87022895833333,2.18518614583333,2.217228875,1.76853570833333,2.05698357638889,4.659953375,3.06927660416667,NaN,3.86461498958333,0.193699955934713,0.202862406895413,0.173042117531947,0.189868160120691,0.157722849848887,0.168909577612843,0.138064748555189,0.154899058672306,0.0929530629205,0.137179419737413,0.0881732183089706,0.106101900322295,0.109497821261846,0.160051561496635,0.10485296333762,0.124800782032034
02/05/2020,1.00350976875,1.11518122916667,0.795242414583333,0.9713111375,6.05148916666667,1.3526134375,1.1579496875,2.85401743055555,2.16220625,2.20215483333333,1.7530198125,2.03912696527778,4.64000495833333,3.0508141875,NaN,3.84540957291667,0.198070739836004,0.205571903388131,0.178040104680221,0.193894249301452,0.162229569172289,0.171400933270219,0.143652528823974,0.159094343755494,0.0933859474727589,0.137804070976844,0.0883947350514304,0.106528251167011,0.109516916631975,0.16011554813064,0.105009269130389,0.124880577964335
02/06/2020,1.02413997083333,1.116566375,0.794221460416666,0.97830926875,6.04782883333333,1.3541100625,1.15568458333333,2.85254115972222,2.16117764583333,2.19671179166667,1.75553010416667,2.03780651388889,4.63053816666667,3.04094920833333,NaN,3.8357436875,0.201554174543231,0.207153092755847,0.180666998674108,0.196458088657729,0.166899471117963,0.173719968402625,0.14797578685112,0.162865075457236,0.0940835432056803,0.13877338378808,0.088534025899982,0.107130317631247,0.109576614592783,0.160353763495268,0.105142692136159,0.125024356741403
02/07/2020,1.0555261125,1.128516875,0.790929377083334,0.991657454861111,6.0713199375,1.3609848125,1.15031977083333,2.86087484027778,2.1738391875,2.199145625,1.76598241666667,2.04632240972222,4.61704779166667,3.04170622916667,NaN,3.82937701041667,0.203396635724924,0.207704943951893,0.181279757431145,0.197460445702654,0.169934187172806,0.175243559077624,0.150707515227762,0.165295087159397,0.0952656370313588,0.139744280590903,0.0888703521590167,0.107960089927093,0.109617433851816,0.160389410229093,0.105307309179588,0.125104717753499
02/08/2020,1.07323272291667,1.14472104375,0.792983364583333,1.00364571041667,6.07408747916667,1.37137566666667,1.1517026875,2.86572194444444,2.1830966875,2.1875801875,1.75823214583333,2.04296967361111,4.607991,3.02810183333333,NaN,3.81804641666667,0.204112182823369,0.207518192180864,0.180515947897948,0.19738210763406,0.171254090540608,0.176010078029607,0.152225856776653,0.166496675115623,0.096815520172456,0.14052683323105,0.0890814041950952,0.108807919199534,0.109628615707959,0.160546373510256,0.105448186639213,0.125207725285809
02/09/2020,1.0658570625,1.13037033333333,0.791751545833333,0.995992980555556,6.06855997916667,1.35294404166667,1.14064166666667,2.8540485625,2.17883060416667,2.17261825,1.7464534375,2.03263409722222,4.59700945833334,3.008495875,NaN,3.80275266666667,0.205036639847921,0.208072313165979,0.179416503583046,0.197508485532315,0.17196869171633,0.17726688990079,0.153062623768783,0.167432735128634,0.0985274548958111,0.141132100154695,0.0895125667961303,0.109724040615545,0.10965383944487,0.160708861306517,0.105454019258638,0.125272240003342
02/10/2020,1.05809560416667,1.12433854166667,0.788473564583333,0.990302570138889,6.0467075,1.3504360625,1.140791375,2.8459783125,2.1704485,2.15693227083333,1.73783591666667,2.02173889583333,4.5790625625,2.98855189583333,NaN,3.78380722916667,0.206846091081493,0.208620255804297,0.17834763120154,0.197937992695777,0.173399602126252,0.178576297002692,0.153318512768746,0.168431470632563,0.100230982157465,0.141403402168969,0.089874120457493,0.110502834927976,0.109695623570416,0.160940801212786,0.105522381001853,0.125386268595018
02/11/2020,1.03526541666667,1.102700375,0.783573579166667,0.973846456944445,6.0162536875,1.32522920833333,1.136098625,2.82586050694444,2.14897772916667,2.13592733333333,1.7182571875,2.00105408333333,4.554583625,2.96910114583333,NaN,3.76184238541667,0.209668580184603,0.209426055871267,0.17749137263047,0.198862002895447,0.175938655551255,0.179704430616623,0.153589177147002,0.169744087771627,0.102027693107599,0.141926839150637,0.090312813214335,0.111422448490857,0.109820364791479,0.161145579619914,0.105648191636528,0.125538045349307
02/12/2020,1.03857317083333,1.098294,0.783396191666667,0.973421120833333,6.0100683125,1.31487504166667,1.141433625,2.82212565972222,2.1439264375,2.12582791666667,1.70969035416667,1.99314823611111,4.54312858333333,2.95100854166667,NaN,3.7470685625,0.212846425747186,0.210143469968437,0.177271379081322,0.200087091598982,0.179149810641845,0.180790336990354,0.154092442083373,0.171344196571857,0.103917313865908,0.142257318692493,0.0907795119282737,0.112318048162225,0.109923022987073,0.161382728767035,0.105604262498374,0.125636671417494
02/13/2020,1.03894910833333,1.09880402083333,0.790024327083333,0.97592581875,6.01004989583333,1.31565147916667,1.1418134375,2.8225049375,2.14524025,2.11465279166667,1.70588408333333,1.988592375,4.53465983333333,2.94591408333333,NaN,3.74028695833333,0.215621140201811,0.210914356056145,0.177608438738706,0.201381311665554,0.182234219047791,0.181886727957582,0.15468825164976,0.172936399551711,0.105915744645842,0.142724284139074,0.0912366629864881,0.113292230590468,0.109948755281959,0.161529431685713,0.105784630445632,0.125754272471101
02/14/2020,1.055551225,1.11444579166667,0.786747502083333,0.98558150625,6.0041975,1.32411702083333,1.15114004166667,2.82648485416667,2.13654027083333,2.11774483333333,1.71249185416667,1.98892565277778,4.53216464583333,2.9443995625,NaN,3.73828210416667,0.21750696199769,0.211546075082995,0.179006253913895,0.202686430331527,0.18446856965379,0.18282381646885,0.155385866939284,0.174226084353975,0.108077403317979,0.143120180682766,0.0916999139850219,0.114299165995255,0.109968988840535,0.161605911986046,0.10588430798256,0.125819736269714
02/15/2020,1.0605962875,1.1197546875,0.78184605,0.987399008333333,5.9882370625,1.32823270833333,1.14105935416667,2.819176375,2.1447214375,2.11463497916667,1.70977566666667,1.98971069444444,4.52621633333333,2.92718116666667,NaN,3.72669875,0.219078255335883,0.211896600294105,0.182346999187096,0.204440618272361,0.186206089381755,0.183422928827709,0.156174367676547,0.175267795295337,0.110274989521484,0.143574346780498,0.0921490299706976,0.11533278875756,0.10992270615389,0.161742468321953,0.10606211682034,0.125909097098728
02/16/2020,1.06931300625,1.12298785416667,0.773196966666667,0.988499275694445,5.98636825,1.32140152083333,1.13123091666667,2.81300022916667,2.13559952083333,2.10640841666667,1.7038253125,1.98194441666667,4.51544322916667,2.92452758333333,NaN,3.71998540625,0.221228723045257,0.212506347086424,0.18940350573838,0.207712858623354,0.188166722948627,0.184414822168589,0.157518475819461,0.176700006978892,0.112641788405387,0.144016976318621,0.0928563619268924,0.116505042216967,0.109936292266275,0.161857075268559,0.10616954852092,0.125987638685252
02/17/2020,1.05799715416667,1.10516078541667,0.7699151625,0.977691034027778,5.96602560416667,1.31993910416667,1.14059345833333,2.80885272222222,2.1407145625,2.10119133333333,1.69161625,1.97784071527778,4.49363652083333,2.91053816666667,NaN,3.70208734375,0.224754895086406,0.215595224330037,0.201255089534365,0.213868402983603,0.191112202127651,0.18802446101881,0.160388335426122,0.179841666190861,0.115311087656738,0.144429524349014,0.0955449348550239,0.118428515620259,0.109982102742479,0.162152510291864,0.106243013018069,0.126125875350804
02/18/2020,1.03792908125,1.08695314583333,0.79051939375,0.971800540277778,5.931266875,1.29610895833333,1.1320889375,2.78648825694445,2.10921235416667,2.08224779166667,1.67109570833333,1.95418528472222,4.47542983333333,2.88300797916667,NaN,3.67921890625,0.229818246851749,0.220907064819618,0.215343329001587,0.222022880224318,0.195932088421394,0.195400757203518,0.165767890066114,0.185700245230342,0.118971039973696,0.145243324808934,0.100508997371648,0.121574454051426,0.11007596843455,0.16231088145158,0.106341993306773,0.126242947730968
02/19/2020,1.03220712083333,1.08120066666667,0.813318145833333,0.975575311111111,5.9374901875,1.28415558333333,1.15871304166667,2.7934529375,2.10280804166667,2.06205852083333,1.66938808333333,1.94475154861111,4.45429285416667,2.87231583333333,NaN,3.66330434375,0.234156348832073,0.223521895109919,0.219164906971826,0.225614383637939,0.20067842775178,0.198471409137434,0.17123875231146,0.190129529733558,0.124164297062067,0.146588666010495,0.105361866113942,0.125371609728835,0.110114428574187,0.162610233161418,0.106301792029436,0.126342151255014
02/20/2020,1.03037105416667,1.06513537083333,0.816346485416667,0.970617636805555,5.91050052083333,1.26777883333333,1.15909,2.77912311805555,2.08028091666667,2.04494860416667,1.6509700625,1.92539986111111,4.4384968125,2.85481072916666,NaN,3.64665377083333,0.237191680670233,0.22541919408354,0.219532698650299,0.22738119113469,0.203888499160214,0.201324560903184,0.175593955604384,0.193602338555927,0.129571720825008,0.14812033824429,0.109021414865789,0.128904491311696,0.110144399604377,0.162654168668208,0.106504182835633,0.126434250369406
02/21/2020,1.02606611875,1.06495366666667,0.824803885416667,0.971941223611112,5.89397527083333,1.26009533333333,1.16722166666667,2.77376409027778,2.08331370833333,2.03878035416667,1.65884252083333,1.92697886111111,4.4310026875,2.85108947916667,NaN,3.64104608333333,0.240248020360134,0.227546799619753,0.219330921179867,0.229041913719918,0.206917119498601,0.204797928413884,0.178952464135578,0.196889170682688,0.134946176739424,0.14959264319884,0.111876280990763,0.132138366976342,0.110109520537989,0.162788687410032,0.106608138066123,0.126502115338048
02/22/2020,1.02608085833333,1.0569251875,0.827535835416667,0.970180627083333,5.86905408333333,1.25766833333333,1.1738639375,2.76686211805556,2.08108989583333,2.0330705625,1.66579829166667,1.92665291666667,4.41819972916667,2.83697802083333,NaN,3.627588875,0.242625377870922,0.23104218573596,0.21881820165555,0.23082858842081,0.209346608587966,0.210221802146959,0.181501421687721,0.200356610807548,0.140433572363036,0.151136994893332,0.114267867445234,0.135279478233867,0.110100416275788,0.162791974593798,0.106843598518171,0.126578663129253
02/23/2020,0.96981174375,0.97858843125,0.764628839583333,0.904343004861111,5.80591385416666,1.16602202083333,1.12454289583333,2.69882625694444,2.0230375,1.95160227083333,1.64414625,1.87292867361111,4.39203695833333,2.80324925,NaN,3.59764310416667,0.248849107698504,0.278886956678941,0.230541283662375,0.252759116013273,0.214059833441201,0.259212582182631,0.186653510868266,0.219975308830699,0.153564953542597,0.158013324377932,0.118794630243286,0.143457636054605,0.110128714207262,0.163179202971374,0.106950650434936,0.126752855871191
02/24/2020,0.964317004166667,1.00364261458333,0.813055354166667,0.927004990972222,5.7963309375,1.18174760416667,1.14948210416667,2.70918688194444,2.00322275,1.928170375,1.61615,1.84918104166667,4.35889952083333,2.7474600625,NaN,3.55317979166667,0.252729358945127,0.275713673365052,0.230143306467617,0.252862112925932,0.218717358863006,0.255466943335899,0.19470416093583,0.222962821044912,0.168307367154421,0.1704375294064,0.124066706500743,0.154270534353854,0.110317866859515,0.163831589821674,0.106991343841369,0.127046933507519
02/25/2020,0.9474266875,1.0126811,0.8047117625,0.921606516666666,5.773756,1.1912738125,1.1418965625,2.70230879166667,1.98598239583333,1.92138860416667,1.603269125,1.83688004166667,4.31845245833333,2.7222825,NaN,3.52036747916667,0.255760378628467,0.274042152282802,0.228995909534193,0.252932813481821,0.222030127812456,0.2537381872452,0.199614973713369,0.225127762923675,0.182027118696459,0.1753540351502,0.127656586131765,0.161679246659475,0.110334714087805,0.165300263353577,0.10714722344162,0.127594066961001
02/26/2020,0.970889733333334,1.02470761875,0.80021265,0.931936667361111,5.77331254166667,1.20708558333333,1.1454834375,2.7086271875,2.0040334375,1.92940947916667,1.60540470833333,1.84628254166667,4.30430933333333,2.71494602083333,NaN,3.50962767708333,0.255466947400789,0.27152875674575,0.228378660854269,0.251791455000269,0.222432853348785,0.250396790065414,0.202196380800741,0.225008674738313,0.192845564029167,0.17745060034299,0.130710283225712,0.16700214919929,0.110436223824267,0.166324388763688,0.10719008981044,0.127983567466132
02/27/2020,0.977471872916667,1.05089852708333,0.810747885416667,0.946372761805555,5.77224666666666,1.22430872916667,1.154794625,2.71711667361111,2.00108125,1.94668233333333,1.60177375,1.84984577777778,4.3064630625,2.70700185416667,NaN,3.50673245833333,0.253898575928429,0.267833596132669,0.226491500526669,0.249407890862589,0.221383836858765,0.246425587532334,0.203525445960454,0.223778290117184,0.197674144682656,0.178407056857435,0.133229858224297,0.169770353254796,0.110498137860565,0.166965919619353,0.107341843111767,0.128268633530562
02/28/2020,1.00211012083333,1.0536975,0.815867629166667,0.957225083333333,5.76990539583333,1.237973125,1.15094152083333,2.71960668055556,2.00794504166667,1.94491391666667,1.60511164583333,1.85265686805555,4.2821105625,2.70292333333333,NaN,3.49251694791667,0.253057707974394,0.267390885428803,0.223826488899496,0.248091694100898,0.220786641919268,0.24628951115057,0.203872756635648,0.223649636568495,0.200021305918439,0.179236129401731,0.135230892056071,0.171496109125413,0.110521712397497,0.167565406401785,0.107570026470548,0.12855238175661
02/29/2020,1.03476471458333,1.05693448541667,0.781757352083333,0.957818850694444,5.75918495833333,1.22559866666667,1.12753197916667,2.70410520138889,2.01356297916667,1.9421618125,1.60202020833333,1.85258166666667,4.2781811875,2.6963733125,NaN,3.48727725,0.252798214752092,0.27247620092217,0.223637115758569,0.249637177144277,0.22075784775496,0.250807752300793,0.204413861059687,0.22532648703848,0.201772166154079,0.181045974176592,0.136902116792573,0.173240085707748,0.110534973534352,0.168300577196435,0.107705107667546,0.128846886132778
03/01/2020,1.00944946458333,1.036705525,0.765884085416667,0.937346358333333,5.75786135416667,1.20770060416667,1.111624,2.69239531944444,2.01524525,1.92285495833333,1.58707410416667,1.84172477083333,4.26907675,2.67498527083333,NaN,3.47203101041667,0.255158141754319,0.280055412308784,0.22905639945688,0.254756651173327,0.222550480028567,0.259002477399697,0.208583752191082,0.230045569873116,0.2046569885494,0.185340741373019,0.13932872143889,0.17644215045377,0.110622460348081,0.169130785322484,0.10779474291403,0.129182662861532
03/02/2020,0.996609264583333,1.02602940416667,0.775124870833333,0.932587846527778,5.74298485416667,1.21220970833333,1.11497283333333,2.69005579861111,2.0129365,1.90091872916667,1.57653085416667,1.83012869444445,4.24774485416666,2.64702316666667,NaN,3.44738401041667,0.257104137838996,0.28127878355103,0.228635701969113,0.255672874453046,0.224339527939048,0.260921927861972,0.212728086556723,0.232663180785914,0.208951127293072,0.189704723644829,0.141994290768827,0.180216713902242,0.110718927668864,0.170039742902918,0.108028804941062,0.129595825170948
03/03/2020,0.993916185416666,1.03739706041667,0.785257341666666,0.9388568625,5.7503001875,1.19529335416667,1.11267558333333,2.68608970833333,2.0011374375,1.911105375,1.575676875,1.8293065625,4.236512,2.6377986875,NaN,3.43715534375,0.261027318762521,0.281817442955797,0.227405149918186,0.256749970545501,0.226609640840504,0.261827937108487,0.214861068886816,0.234432882278602,0.212869123681693,0.192975389507594,0.144293671074368,0.183379394754551,0.110686720943271,0.171032441827304,0.108324309978507,0.130014490916361
03/04/2020,0.947916979166667,1.01484192708333,0.760350975,0.90770329375,5.706216875,1.1814951875,1.10701800833333,2.66491002361111,1.97721022916667,1.89839764583333,1.58038260416667,1.81866349305556,4.2195965625,2.6188933125,NaN,3.4192449375,0.278425526306938,0.2978659712431,0.230379907888661,0.268890468479566,0.237536494796426,0.273847993988907,0.217862271418041,0.243082253401124,0.222228181514718,0.198256604654837,0.146571975226706,0.18901892046542,0.110874751496796,0.17209755419814,0.108498528705195,0.130490278133377
03/05/2020,0.924068877083333,0.981452202083333,0.730668070833334,0.878729716666666,5.6595821875,1.15942122916667,1.07024839583333,2.62975060416667,1.93339920833333,1.853390375,1.55782027083333,1.78153661805556,4.18733795833333,2.601730125,NaN,3.39453404166667,0.297509341396588,0.329356138827379,0.242004953944732,0.289623478056233,0.259038001089516,0.298955243589028,0.23120311630035,0.263065453659631,0.244718332948875,0.214330518000971,0.150898861923174,0.203315904291007,0.111129816014334,0.173715025752154,0.108749991738609,0.131198277835032
03/06/2020,0.896908327083334,0.946845460416666,0.7031672875,0.848973691666667,5.60692227083333,1.11268460416667,1.04119173958333,2.58693287152778,1.89820995833333,1.806209,1.53093479166667,1.74511791666667,4.15340104166667,2.54858189583333,NaN,3.35099146875,0.306586810887411,0.338332750376136,0.250140924163896,0.298353495142481,0.272909305998022,0.309239744111359,0.24849333775674,0.276880795955374,0.262034245204916,0.232289030035116,0.167437803478479,0.220587026239504,0.111291329324675,0.179885297951015,0.108999840760096,0.133392156011928
03/07/2020,0.875906829166667,0.941040554166667,0.67899725,0.831981544444445,5.56129752083333,1.111045375,1.01657625833333,2.56297305138889,1.87631802083333,1.78182377083333,1.51132410416667,1.72315529861111,4.118697,2.523480375,NaN,3.3210886875,0.312844901534367,0.348089022558459,0.257588321460574,0.306174081851134,0.278254050034878,0.314717072290842,0.260584928254891,0.28451868352687,0.269498472363773,0.24138011679067,0.189407943709612,0.233428844288018,0.111798460678786,0.1941479601123,0.109222849807003,0.138389756866029
03/08/2020,0.8619871125,0.9192039625,0.679144547916667,0.820111874305556,5.55105008333333,1.090733875,1.01381903958333,2.55186766597222,1.85495910416667,1.74612066666667,1.4854239375,1.69550123611111,4.06274139583333,2.4762536875,NaN,3.26949754166667,0.312016090894819,0.344554943639369,0.262510735796384,0.306360590110191,0.278385493886715,0.31209211887252,0.273783601933115,0.288087071564117,0.273981464060088,0.247319600735714,0.215502391179828,0.245601151991877,0.114306519541584,0.226802148709005,0.109853886272459,0.150320851507683
03/09/2020,0.851054629166667,0.934084054166667,0.647317045833333,0.810818576388889,5.5419503125,1.0995645625,1.00546150416667,2.54899212638889,1.85676708333333,1.743706125,1.4833031875,1.69459213194444,4.04621766666667,2.45067820833333,NaN,3.2484479375,0.312918502259443,0.345620732793158,0.266922341853007,0.308487192301869,0.278897062405709,0.310765896281384,0.281103934336373,0.290255631007822,0.275309960384477,0.247778984652773,0.22779165051531,0.250293531850853,0.121739397792397,0.316380259329247,0.11485730140075,0.184325652840798
03/10/2020,0.842730525,0.927550416666666,0.648273254166667,0.806184731944445,5.5180910625,1.09621391666667,0.985392754166667,2.53323257777778,1.8267951875,1.73565229166667,1.45994608333333,1.6741311875,4.0014401875,2.42399975,NaN,3.21271996875,0.313682547771866,0.342477118281633,0.271112659624588,0.309090775226029,0.280219401204623,0.309472214276372,0.291428497549149,0.293706704343381,0.279496758662093,0.24960579271605,0.248325190296953,0.259142580558365,0.134436179894738,0.349601700163777,0.140742021335819,0.208259967131445
