Date,SOILT_O1_2cm,SOILT_O2_2cm,SOILT_G1_2cm,SOILT_G2_2cm,SOILT_2cm_gf,SOILT_O1_12cm,SOILT_O2_12cm,SOILT_G1_12cm,SOILT_G2_12cm,SOILT_12cm_gf,SOILT_O1_22cm,SOILT_O2_22cm,SOILT_G1_22cm,SOILT_G2_22cm,SOILT_22cm_gf,SOILT_O1_37cm,SOILT_O2_37cm,SOILT_G1_37cm,SOILT_G2_37cm,SOILT_37cm_gf,SOILT_O1_52cm,SOILT_O2_52cm,SOILT_G1_52cm,SOILT_G2_52cm,SOILT_52cm_gf,SWC_O1_2cm,SWC_O2_2cm,SWC_G1_2cm,SWC_G2_2cm,SWC_2cm_gf,SWC_O1_12cm,SWC_O2_12cm,SWC_G1_12cm,SWC_G2_12cm,SWC_12cm_gf,SWC_O1_22cm,SWC_O2_22cm,SWC_G1_22cm,SWC_G2_22cm,SWC_22cm_gf,SWC_O1_37cm,SWC_O2_37cm,SWC_G1_37cm,SWC_G2_37cm,SWC_37cm_gf,SWC_O1_52cm,SWC_O2_52cm,SWC_G1_52cm,SWC_G2_52cm,SWC_52cm_gf
07/24/2017,28.3637125,28.0014795833333,28.4229458333333,28.1271404166667,28.2288195833333,28.061196875,27.90441625,28.0512883333333,27.98367875,28.0001450520833,27.7012670833333,27.6260864583333,27.727413125,27.6671127083333,27.68046984375,27.4530072916667,27.4305085416667,27.2561352083333,27.5682275,27.4269696354167,27.282291875,27.3737277083333,27.219169375,27.3966008333333,27.3179474479167,0.132959100084374,0.153874669947056,0.130239331500174,0.128567893691302,0.136410248805727,0.169534432340705,0.196576416357853,0.189682366470121,0.163760840517041,0.17988851392143,0.0969728707694614,0.169144208388225,0.131054262486955,0.154920352377987,0.138022923505657,0.0821630722749929,0.0774915644815696,0.0860696313722241,0.0737989816339434,0.0798808124406825,0.0779627770530699,0.0878338111375769,0.0699297701250545,0.0856944324383821,0.0803551976885209
07/25/2017,30.4692254166667,29.5523397916667,30.3234522916667,29.9595825,30.07615,29.5484245833333,29.3939429166667,29.4723060416667,29.6406466666667,29.5138300520833,28.862775625,28.8809227083333,28.8236727083333,28.923115,28.8726215104167,27.98359375,28.0897154166667,27.881129375,28.2726722916667,28.0567777083333,27.5490004166667,27.5936764583333,27.33392125,27.6136327083333,27.5225577083333,0.118409088453595,0.142064202384184,0.12022162146437,0.119127160093431,0.124955518098895,0.158365690272313,0.183180289155585,0.180234861670302,0.155104056082077,0.169221224295069,0.110305654221971,0.16079165868011,0.137087156552329,0.150553176924118,0.139684411594632,0.0823715863027558,0.078055761638251,0.0862650164712939,0.0741150693233641,0.0802018584339162,0.0781552575614833,0.088149051393855,0.0700633477988969,0.0859582110045854,0.0805814669397052
07/26/2017,33.32371,32.0367760416667,32.2138675,31.834209375,32.3521407291667,31.3684404166667,31.2064541666667,31.0213922916667,31.4453222916667,31.2604022916667,30.2723066666667,30.3303258333333,30.058334375,30.3107670833333,30.2429334895833,28.7132285416667,28.9682360416667,28.6898289583333,29.1771933333333,28.88712171875,28.031500625,28.092991875,27.7469116666667,28.11428625,27.9964226041667,0.104480364240665,0.131327950022213,0.111953127076356,0.109737905200546,0.114374836634945,0.149395209667352,0.172356884486879,0.17168586444799,0.147175801600393,0.160153440050654,0.115627871445945,0.151904846914789,0.136825503282766,0.145219118095083,0.137394334934646,0.0826103415378553,0.0787965250314396,0.0865836032509928,0.0745831173061974,0.0806433967816213,0.0784007968448696,0.0884055435630769,0.0701922431278799,0.0861392512268461,0.0807844586906682
07/27/2017,30.0914047916667,29.68467375,29.5032291666667,29.4581591666667,29.68436671875,30.5152366666667,30.31218,30.41246,30.0947489583333,30.33365640625,30.4483,30.4704454166667,30.5147077083333,30.459518125,30.4732428125,29.3956810416667,29.7255525,29.4810579166667,29.9687754166667,29.64276671875,28.6651258333333,28.7971475,28.4081247916667,28.85582875,28.68155671875,0.105476426356121,0.128306218306809,0.110866952018013,0.10501995092235,0.112417386900823,0.141568852572196,0.164094472440513,0.164708377608382,0.140071613245384,0.152610828966619,0.117009383161613,0.14344538679848,0.134040995363307,0.138905785630171,0.133350387738393,0.0828000803294066,0.0795369108578441,0.0870198770550974,0.0750774575827205,0.0811085814562672,0.0786416011509313,0.0885941023384611,0.0703194453384774,0.0861717493487669,0.0809317245441591
07/28/2017,28.514583125,28.0126808333333,28.006711875,28.0466810416667,28.14516421875,28.7079558333333,28.5400066666667,28.509470625,28.5029691666667,28.5651005729167,28.8222285416667,28.7249004166667,28.742794375,28.746536875,28.7591150520833,28.6213070833333,28.6858264583333,28.547994375,28.821811875,28.6692349479167,28.318069375,28.4081075,28.1929510416667,28.4302679166667,28.3373489583333,0.153366987718679,0.164484792214022,0.146571569405374,0.129846101101084,0.14856736260979,0.163201426886982,0.180084845868894,0.167344565999429,0.15963291792991,0.167565939171304,0.116641575021126,0.139203809302119,0.13178977841673,0.138466018615576,0.131525295338888,0.0827610462736521,0.0799369989964452,0.0872110039521918,0.0756533727599925,0.0813906054955704,0.0788615748705205,0.0886638749645263,0.0704191611610643,0.0864135117906211,0.081089530696683
07/29/2017,25.3320672916667,24.93413625,25.382435,25.6321320833333,25.32019265625,26.6903322916667,26.54852375,26.6161658333333,26.4439289583333,26.5747377083333,27.4547289583333,27.3784775,27.4845585416667,27.4381775,27.438985625,28.0311316666667,27.981266875,27.777815625,28.1041170833333,27.9735828125,27.9301789583333,27.9923677083333,27.7906514583333,27.9997289583333,27.9282317708333,0.160871355867475,0.176377465322034,0.154463823492819,0.144946804703363,0.159164862346423,0.181689544582853,0.206218408569535,0.189958755635654,0.178702435306736,0.189142286023694,0.119926207064863,0.157177245499772,0.141809767623149,0.153849034612455,0.14319056370006,0.0829391841289362,0.0803202742340591,0.0876455277243927,0.0761126783701515,0.0817544161143849,0.0789222423415792,0.0887304069924643,0.0704373047070981,0.0864681354979447,0.0811395223847716
07/30/2017,25.0744054166667,24.9582441666667,25.20295125,25.4150152083333,25.1626540104167,25.631385,25.558750625,25.6279766666667,25.5878066666667,25.6014797395833,25.956578125,25.9115991666667,25.9996295833333,25.948455,25.95406546875,26.816276875,26.5611497916667,26.3440320833333,26.6323564583333,26.5884538020833,26.9930291666667,27.0030908333333,26.9936045833333,27.0038158333333,26.9983851041667,0.159788213160845,0.180045399828088,0.152410963770201,0.147211554618302,0.159864032844359,0.195814214331838,0.223902540882856,0.212486162505849,0.185677991365749,0.204470227271573,0.150719498515347,0.191143055030803,0.17735636678904,0.179450561296176,0.174667370407842,0.0831704289283634,0.0807176613972855,0.0879976161044238,0.0763245415748296,0.0820525620012256,0.0789607762844607,0.0886662210991306,0.070416467018112,0.0864660714522741,0.0811273839634944
07/31/2017,25.2889689583333,24.9727466666667,25.4560529166667,25.633485625,25.3378135416667,25.7954195833333,25.730481875,25.781248125,25.84735875,25.7886270833333,26.0123414583333,25.979096875,26.0140604166667,26.055358125,26.01521421875,26.4266370833333,26.2123108333333,26.0289025,26.37639,26.2610601041667,26.5071597916667,26.4828929166667,26.4651397916667,26.489055625,26.48606203125,0.149006386711675,0.166684289146305,0.144199930887943,0.134885262316725,0.148693967265662,0.180935177132087,0.208534565603414,0.20106407294789,0.171725545738976,0.190564840355592,0.157486252199225,0.183028659108505,0.173106704204813,0.172442601419145,0.171516054232922,0.0833550976287578,0.0816919236432913,0.0888374007816616,0.0767431033302279,0.0826568813459847,0.078945949181449,0.0887400211680767,0.0703821500746874,0.0864688247784178,0.0811342363006577
08/01/2017,26.6331189361702,25.9173170212766,25.8480082978723,25.6625238297872,25.9898719010417,26.1996138297872,25.8426931914894,25.7994914893617,25.814514893617,25.8605516927083,26.0015995744681,25.8063340425532,25.7875878723404,25.7810002127659,25.80723171875,26.1710676595745,25.9154819148936,25.6948538297872,26.0101174468085,25.9399672395833,26.2280678723404,26.1408865957447,26.1929825531915,26.1749631914894,26.1864267708333,0.143075561268685,0.161767064537402,0.140502033621032,0.131711830156307,0.144328670428596,0.177888230444508,0.204615423786876,0.196816308782407,0.16839653650234,0.187005999111209,0.157076528945104,0.180281661696279,0.170552262702987,0.169902416790645,0.169489214277791,0.0836708970788951,0.0835884058095963,0.0916109825933736,0.0773201249596247,0.0840383732746642,0.0789699585006882,0.0887262792593245,0.0703434522271796,0.0865117850635891,0.0811375093984295
08/02/2017,29.2261579166667,28.276346875,28.3485179166667,28.108135625,28.4897895833333,28.0581210416667,27.7511639583333,27.6501104166667,27.88808875,27.8368710416667,27.2487339583333,27.1085654166667,27.009301875,27.084535625,27.11278421875,26.5754739583333,26.458033125,26.2573291666667,26.6055639583333,26.4741000520833,26.3445366666667,26.1974585416667,26.2234902083333,26.2398858333333,26.2513428125,0.125104115184128,0.145963646181611,0.126343903718293,0.118721210389296,0.129033218868332,0.16692688759926,0.189845062949292,0.18737377876253,0.158054056310418,0.175549946405375,0.153632695617264,0.170648503918831,0.164886873080551,0.162278052044523,0.162861531165292,0.0840549220028307,0.0865592671081457,0.0976961814289209,0.0781643915593062,0.0866186905248009,0.07900021755041,0.0886529548033856,0.0703991095782463,0.0865182842302089,0.0811426415405627
08/03/2017,30.831313125,29.5866129166667,30.0577114583333,29.5650733333333,30.0101777083333,29.4545283333333,29.2543889583333,29.244529375,29.3499664583333,29.32585328125,28.56864,28.6185602083333,28.5027225,28.5485647916667,28.559621875,27.5766185416667,27.6762945833333,27.3798535416667,27.835939375,27.6171765104167,27.049838125,26.9782872916667,26.7779647916667,26.9637822916667,26.942468125,0.109918810569574,0.132278268914528,0.114146233232393,0.104902405628155,0.115311429586162,0.15665324943191,0.174878002987188,0.176481026965952,0.146984492615241,0.163749193000073,0.146509966354648,0.157129889263004,0.157327206845628,0.151738737676598,0.15317645003497,0.0845035279320918,0.0895745165411188,0.104612675574128,0.0794861675424098,0.089544221897437,0.0791552646056851,0.0897251353662279,0.0705105549113392,0.0865795474520309,0.0814926255838208
08/04/2017,29.1574539583333,28.481636875,28.9442791666667,28.7599239583333,28.8358234895833,29.262765625,29.0432614583333,29.20702625,29.001451875,29.1286263020833,28.9374895833333,29.0001672916667,29.0745877083333,28.9646429166667,28.994221875,28.2707889583333,28.3766304166667,28.0267789583333,28.5715283333333,28.3114316666667,27.6607539583333,27.6624604166667,27.411219375,27.6744,27.6022084375,0.0977107192277407,0.120744137903851,0.103054991185899,0.0953612419704327,0.104217772571981,0.147114144166467,0.161224103145127,0.166278293059498,0.136493989169642,0.152777632385183,0.138827541139267,0.144591484378315,0.14954523087029,0.14128829992083,0.143563139077175,0.0850425277855036,0.0918655382644162,0.109288887494791,0.0809840572156153,0.0917952526900815,0.0793676832517375,0.0896038833385138,0.0706640293529715,0.0865871218148231,0.0815556794395115
08/05/2017,26.46363375,25.8028033333333,26.745160625,27.1072139583333,26.5297029166667,27.6014364583333,27.4364670833333,27.5497791666667,27.5494116666667,27.53427359375,27.83979875,27.8704614583333,27.902508125,27.9228520833333,27.8839051041667,27.8360239583333,27.781075625,27.37804125,27.976878125,27.7430047395833,27.5272727083333,27.5620635416667,27.39509625,27.5545766666667,27.5097522916667,0.0929183847023652,0.114198390336427,0.0959605129599267,0.0897806477712844,0.0982144839425007,0.1389447080842,0.150783894699627,0.157978041461854,0.128221115127616,0.143981939843324,0.132444764667377,0.135084038314819,0.143797923655193,0.132455614717907,0.135945585338824,0.0855409752172208,0.0925052997023275,0.111385250366864,0.0823403775267941,0.0929429757033016,0.0795957075681723,0.0896684616938884,0.0708239075865906,0.0867109664332634,0.0816997608204787
08/06/2017,27.5410435416667,26.4188539583333,26.74982875,26.720886875,26.85765328125,26.971718125,26.7963866666667,26.6877316666667,26.8901697916667,26.8365015625,26.7988039583333,26.8448622916667,26.7944189583333,26.8869266666667,26.83125296875,26.9757758333333,26.8166595833333,26.3415610416667,27.0305816666667,26.79114453125,26.918640625,26.96335625,26.9497566666667,27.0089754166667,26.9601822395833,0.089676273159327,0.107508198565381,0.091614990443958,0.0861921322360971,0.0937478986011908,0.132083490969769,0.14202697962027,0.150096368642354,0.121641297434496,0.136462034166722,0.126765538294028,0.126818806404907,0.137990547031041,0.12391305993998,0.128871987917489,0.0860774023712845,0.0924918825708468,0.111986066527933,0.0831780246013707,0.0934333440178587,0.0797477297802313,0.0897921760679059,0.0708965935284023,0.0867203811444861,0.0817892201302564
08/07/2017,31.5823195833333,29.84221375,30.0993895833333,29.6026341666667,30.2816392708333,29.3388120833333,29.1255685416667,28.7836552083333,29.28039,29.1321064583333,28.2306097916667,28.286595625,27.97020875,28.1784020833333,28.1664540625,27.3559735416667,27.3208152083333,26.6830645833333,27.4841391666667,27.210998125,26.9956310416667,26.9551595833333,26.860389375,26.957040625,26.94205515625,0.0792182322304249,0.09981737993618,0.0853531603812359,0.082186043892882,0.0866437041101806,0.124532673105743,0.13293217789246,0.140602956107625,0.115612094777909,0.128419975470935,0.120161928752578,0.118009122191863,0.129862820226548,0.114604027313507,0.120659474621124,0.0867158578505412,0.0925197405042853,0.11153879652243,0.084122030721122,0.0937241063995946,0.0797467368728452,0.0898914022051652,0.0709472024017796,0.086730805084568,0.0818290366410895
08/08/2017,31.9141535416667,30.491270625,31.0016104166667,30.4099752083333,30.9542524479167,30.1178570833333,30.0518704166667,29.8669622916667,30.194343125,30.0577582291667,29.238178125,29.4245202083333,29.1825166666667,29.3590079166667,29.3010557291667,28.2284302083333,28.3286483333333,27.620253125,28.5463383333333,28.1809175,27.6410597916667,27.64651875,27.4024366666667,27.6286177083333,27.5796582291667,0.0656858155321876,0.0920634108953987,0.0759428401275958,0.077301584516215,0.0777484127678493,0.11633101687077,0.124540953180469,0.130702894057896,0.10853990438358,0.120028692123179,0.113689538522393,0.110244135202553,0.120421752100858,0.105946664964924,0.112575522697682,0.0873582307735337,0.0920694477666809,0.110053579006341,0.0849985824919472,0.0936199600096256,0.0799868454272195,0.0901560009095524,0.0711318840152845,0.086695063790598,0.0819924485356636
08/09/2017,33.7548491666667,32.1345002083333,32.5730589583333,31.759448125,32.5554641145833,31.1224195833333,31.1718841666667,30.8926958333333,31.3908579166667,31.144464375,29.9804879166667,30.27533,29.9519641666667,30.22421375,30.1079989583333,28.732355625,28.9125808333333,28.1444522916667,29.170823125,28.74005296875,28.0682514583333,28.1316233333333,27.8579745833333,28.1282295833333,28.0465197395833,0.0548637439325004,0.08535269970847,0.0657848000085529,0.0719244476582533,0.0694814228269441,0.109334085125268,0.118112374315042,0.122108560229,0.102402823714194,0.112989460845876,0.108220157929597,0.104851397186133,0.111348038559131,0.0997683490113392,0.10604698567155,0.0881148806109551,0.0907943389563223,0.108068235368374,0.0852072615241144,0.0930461791149415,0.0802480410926682,0.0907045094422674,0.0713070303453542,0.0866340949126187,0.0822234189482271
08/10/2017,30.87891,30.3355958333333,30.513128125,30.6339247916667,30.5903896875,30.5808,30.60038625,30.520315625,30.7277404166667,30.6073105729167,30.0863954166667,30.4116760416667,30.21956625,30.4281589583333,30.2864491666667,29.1397510416667,29.3876779166667,28.5555904166667,29.6956229166667,29.1946605729167,28.481961875,28.627319375,28.329590625,28.6591464583333,28.5245045833333,0.0513282402090908,0.0812798852320112,0.0589575008155865,0.0664754932263094,0.0645102798707495,0.103455302022844,0.113361502762355,0.115693322552574,0.0964702984609646,0.107245106449684,0.104035809541275,0.100917500010036,0.104641776828688,0.0952799754785152,0.101218765464629,0.0886681223977438,0.0894156037468546,0.106116820529756,0.0850231588429591,0.0923059263793284,0.0805520761410587,0.0903996746124365,0.0715155175046121,0.0867627665877159,0.0823075087114558
08/11/2017,23.9814214583333,23.7016241666667,24.2487752083333,25.025910625,24.2394328645833,26.6970554166667,26.4293554166667,26.7862925,26.2118335416667,26.53113421875,27.9121158333333,28.0225535416667,28.1532052083333,28.0882579166667,28.044033125,28.4598579166667,28.5661183333333,27.9168529166667,28.7417447916667,28.4211434895833,28.2136429166667,28.42584625,28.17794625,28.4226233333333,28.3100146875,0.131171480404326,0.134912584044787,0.116963706263204,0.111901615867916,0.123737346645058,0.133614722894544,0.147717180722211,0.130973219430305,0.138629971450471,0.137733773624383,0.101628267018971,0.0984776233102127,0.102975785780267,0.0926178384895968,0.0989248786497619,0.0886166345869533,0.0885064403234273,0.104335841395586,0.084633044948397,0.0915229903135909,0.0808103300812279,0.0893194440361021,0.0717078171247847,0.0871728965006365,0.0822526219356878
08/12/2017,26.406125,25.725896875,25.5832360416667,25.6988058333333,25.8535159375,25.9528639583333,25.7585333333333,25.5809527083333,25.793330625,25.77142015625,25.9301210416667,25.9038391666667,25.7972572916667,25.9062575,25.88436875,26.6455247916667,26.50066125,26.03090375,26.575775625,26.4382163541667,26.8963239583333,27.0178477083333,27.1012595833333,27.04043375,27.01396625,0.168078419181013,0.185659367451783,0.160356665115491,0.156364383237558,0.167614708746461,0.200409917496642,0.222431761706118,0.203954287156654,0.190076877344897,0.204218210926078,0.124921817984875,0.161269123163348,0.146740156540964,0.139911905159492,0.14321075071217,0.0887968120070599,0.0885797738105489,0.103872060756188,0.0842841390880752,0.091383196415468,0.0809381616987519,0.0893756964841422,0.0717495757269438,0.0873737643965961,0.0823592995766085
08/13/2017,27.9506972916667,27.0812939583333,26.90916125,27.1256558333333,27.2667020833333,27.4615620833333,27.2518645833333,26.97261875,27.237694375,27.2309349479167,27.0572933333333,27.041845,26.8635652083333,27.0375470833333,27.00006265625,26.7323316666667,26.7226141666667,26.1874072916667,26.8773335416667,26.6299216666667,26.6931333333333,26.7006327083333,26.676569375,26.7308935416667,26.7003072395833,0.14246591274486,0.159559291186559,0.137309341942932,0.13251139902794,0.142961486225573,0.17621162534325,0.197099031944521,0.193702118516384,0.166453310624259,0.183366521607103,0.148281384590852,0.167009958565908,0.162131521034594,0.155026078120824,0.158112235578044,0.089154508015622,0.08891355078257,0.103803207909244,0.0843545040497987,0.0915564426893086,0.0809751143182525,0.0896225472299707,0.0717873573050394,0.0875100558373105,0.0824737686726433
08/14/2017,27.8726954166667,26.9734379166667,27.1439752083333,27.564699375,27.3887019791667,27.936880625,27.676866875,27.3673279166667,27.82300125,27.7010191666667,27.6237852083333,27.606954375,27.346479375,27.6223614583333,27.5498951041667,27.1917070833333,27.1565439583333,26.6934091666667,27.3204508333333,27.0905277604167,26.9689929166667,26.9097352083333,26.7768775,26.9234252083333,26.8947577083333,0.139694207196551,0.153806785337946,0.134294668009076,0.123272102704033,0.137766940811901,0.165659770480279,0.183010183725828,0.18358697359497,0.157240520629558,0.172374362107659,0.145047449375821,0.153005506321766,0.157827077165457,0.14567299442322,0.150388256821566,0.0893911963047029,0.0893629933116246,0.104027045627531,0.084680917762508,0.0918655382515916,0.0811084688559269,0.0902090000676553,0.0719155692785025,0.0876857605016209,0.0827296996759264
08/15/2017,28.0033204166667,27.079515625,27.024693125,27.3346354166667,27.3605411458333,27.758131875,27.4980645833333,27.1237775,27.558450625,27.4846061458333,27.4342383333333,27.4365745833333,27.18764625,27.4335841666667,27.3730108333333,27.1887770833333,27.1330945833333,26.58825875,27.3020045833333,27.05303375,26.9744714583333,26.9498654166667,26.8612852083333,26.9922514583333,26.9444683854167,0.123359455781484,0.138983214015236,0.12039927199224,0.110749781554382,0.123372930835836,0.15371465154051,0.167842307446218,0.173758278011302,0.146817438705937,0.160533168925991,0.138171398032838,0.138931892342994,0.15162984677524,0.134572234143521,0.140826342823648,0.0898145411531086,0.0896614604518998,0.10433038481741,0.0847524459031673,0.0921397080813963,0.081309311689866,0.0904868239296011,0.0720185219568557,0.0877691319802406,0.0828959473891409
08/16/2017,29.067738125,27.8937522916667,27.796430625,28.123704375,28.2204063541667,28.269963125,28.0845066666667,27.6170585416667,28.191095,28.0406558333333,27.77899875,27.8525039583333,27.46945875,27.7930577083333,27.7235047916667,27.3344604166667,27.3223229166666,26.590260625,27.4345508333333,27.1703986979167,27.037391875,27.0051085416667,26.8830485416667,27.0104385416667,26.983996875,0.104991987805047,0.123061685828316,0.10727977401198,0.0986292231252954,0.10849066769266,0.140225527802039,0.14969884237282,0.161367564700519,0.134500985449609,0.146448230081247,0.129448489324658,0.124827698921287,0.142932190490008,0.122306830042331,0.129878802194571,0.0902885881490882,0.0899885417678686,0.104655634168812,0.084988265208964,0.0924802573236833,0.081476801079158,0.0908752476997685,0.0721417770231133,0.0878291938033082,0.083080754901337
08/17/2017,30.6766441666667,29.3338045833333,28.9824104166667,29.2383077083333,29.55779171875,29.3867625,29.20762125,28.6918627083333,29.265255,29.1378753645833,28.5964083333333,28.7287397916667,28.3291025,28.6596604166667,28.5784777604167,27.7725241666667,27.816208125,27.067794375,27.9968177083333,27.66333609375,27.319075,27.29159875,27.14346625,27.306463125,27.26515078125,0.088157715348489,0.108019645659459,0.0952364736000161,0.0892356992819064,0.0951623834724676,0.12732170478708,0.13390826696785,0.14662711522992,0.12183342708752,0.132422628518092,0.121382987604354,0.114390729329033,0.132079818467878,0.111513294534804,0.119841707484017,0.0907741471517524,0.0901930753971785,0.104795319753994,0.0852086246710818,0.0927427917435017,0.0816649923827879,0.0911843639184447,0.0722810557083915,0.0878455892924754,0.0832440003255249
08/18/2017,31.4353247916667,30.1673404166667,29.7829960416667,29.8922779166667,30.3194847916667,29.7097395833333,29.7345233333333,29.1779558333333,29.836473125,29.61467296875,28.9778420833333,29.1990535416667,28.7786502083333,29.12518125,29.0201817708333,28.124551875,28.249121875,27.448705,28.4100027083333,28.0580953645833,27.6477277083333,27.6482377083333,27.4896433333333,27.6503045833333,27.6089783333333,0.0718225534824619,0.0956145195455744,0.0840189243598909,0.0813363922411051,0.0831980974072581,0.116404787694256,0.122502425811901,0.131735244576593,0.110425428396635,0.120266971619846,0.114100200043843,0.107054347995521,0.120178148539599,0.102912732480029,0.111061357264748,0.0912893760093289,0.0899237514152429,0.104756127940284,0.0850994942740882,0.0927671874097361,0.0818880174905613,0.090995169868394,0.0724147342542274,0.0879016362910426,0.0832998894760563
08/19/2017,31.043645625,29.9554141666667,30.4435041666667,30.3526470833333,30.4488027604167,29.9109939583333,30.032736875,29.76929875,30.2826277083333,29.9989143229167,29.3356995833333,29.6780741666667,29.3152179166667,29.6857852083333,29.50369421875,28.46189375,28.7282041666667,27.8956702083333,28.89846125,28.49605734375,27.9443039583333,28.038195625,27.810005,28.0336033333333,27.9565269791667,0.0599461789850017,0.0875007180661456,0.0729524124624508,0.0746225160024177,0.0737554563790039,0.10816272875213,0.115238201218731,0.12031921795397,0.1016654454442,0.111346398342258,0.108185151874447,0.102251756036641,0.109591152804241,0.0968512242513658,0.104219821241674,0.0917648006120544,0.0893276646023208,0.104427666978768,0.0845616256163539,0.0925204394523744,0.0821128960438942,0.0905247556283749,0.0726276237341897,0.0879305801830623,0.0832989638973803
08/20/2017,25.82129625,25.93727125,26.2205277083333,26.720595,26.1749225520833,27.5900864583333,27.39475875,27.67877125,27.3844129166667,27.51200734375,28.1194745833333,28.3457702083333,28.38550875,28.43103875,28.3204480729167,28.2277925,28.333450625,27.3664964583333,28.6060139583333,28.1334383854167,27.9094516666667,28.054304375,27.9169802083333,28.092308125,27.99326109375,0.057804692038182,0.0838696406797253,0.0667314629220183,0.0696621451643061,0.0695169852010579,0.103075458383243,0.111299992763315,0.114840005573859,0.0949567226506634,0.10604304484277,0.104416842122199,0.0992898517591175,0.10402427834459,0.0930595392043191,0.100197627857556,0.0920462372800386,0.0888898578622467,0.10441403865483,0.0838890111693273,0.0923097862416106,0.0824399783797147,0.0904505511372366,0.0728008387558422,0.0879780959497215,0.0834173660556288
08/21/2017,24.6741735416667,24.5496935416667,23.93290125,24.5465527083333,24.4258302604167,25.8127554166667,25.54445,25.4187495833333,25.3825960416667,25.5396377604167,26.3704883333333,26.3882316666667,26.3624675,26.3856325,26.376705,27.0136129166667,26.8940377083333,26.1905266666667,27.0557470833333,26.78848109375,27.0961220833333,27.1957945833333,27.2250335416667,27.229440625,27.1865977083333,0.106331339353186,0.0970926874062071,0.0937084482889108,0.0751264682523562,0.0930647358251649,0.10125021338099,0.109494812178439,0.112740546579167,0.0943687553057158,0.104463581861078,0.10232045475889,0.0976511930082331,0.101777626132738,0.0916073270912979,0.0983391502477898,0.0917245506863997,0.0879418821072127,0.102818549780339,0.0835694918828214,0.0915136186141932,0.082604702026502,0.0909290913464244,0.0729692866772752,0.0881876249684957,0.0836726762546743
08/22/2017,29.2179825,28.2442666666667,27.5299266666667,27.8191789583333,28.2028386979167,27.5758329166667,27.4511104166667,26.8000345833333,27.5994689583333,27.35661171875,26.794818125,26.8735072916667,26.3946452083333,26.758960625,26.7054828125,26.4812110416667,26.4770004166667,25.5118204166667,26.563929375,26.2584903125,26.5462158333333,26.57201,26.6084483333333,26.5824627083333,26.57728421875,0.0926368921510204,0.0929780116794486,0.0898626887232456,0.0755270401574101,0.0877511581777812,0.100634296464888,0.10901160825551,0.111300116334159,0.0948612712585201,0.103951823078269,0.100906969158064,0.0973154159363111,0.100522050131953,0.0911980199316674,0.0974856137894989,0.0919283296067762,0.0877614541555102,0.102338730333402,0.0831296276784181,0.0912895354435267,0.082573159764041,0.090830449434485,0.0729580480817589,0.0881074969339141,0.0836172885535498
08/23/2017,29.181886875,28.127303125,28.1824104166667,28.6571570833333,28.537189375,28.682950625,28.6169052083333,28.1702647916667,28.8496658333333,28.5799466145833,28.2025179166667,28.3517370833333,27.8676391666667,28.312576875,28.1836177604167,27.276958125,27.4444739583333,26.4661239583333,27.5958991666667,27.1958638020833,26.95431625,26.9971820833333,26.864833125,26.99018125,26.9516281770833,0.0902674481188683,0.0914921080383469,0.091659194524946,0.0764847267468549,0.087475869357254,0.0988011976464515,0.107969007473779,0.109058923223585,0.0932770310635535,0.102276539851842,0.0993299759116454,0.0963815342005222,0.0981593669018603,0.090082533875041,0.0959883527222672,0.0921159549740073,0.0877325334437292,0.101999294479498,0.0829075256902516,0.0911888271468714,0.0826688728418849,0.0908047304299198,0.0730271528160821,0.0881250238251994,0.0836564449782716
08/24/2017,22.1107985416667,22.134629375,22.128626875,22.6488435416667,22.2557245833333,24.1529439583333,23.95586375,24.0227114583333,23.6581079166667,23.9474067708333,25.7269560416667,25.8122725,25.720128125,25.8373785416667,25.7741838020833,26.72544125,26.7238966666667,26.0060208333333,26.86820875,26.580891875,26.7750160416666,26.9027827083333,26.864265625,26.9347441666667,26.8692021354167,0.148381658044819,0.129085249292731,0.141296487438701,0.105596401188532,0.131089948991196,0.100581828423105,0.109575904424927,0.108988856227162,0.101950335147096,0.105274231055572,0.0984244390117025,0.0954984688238419,0.0968250238583291,0.0890032324552491,0.0949377910372807,0.0917515442580529,0.0872038320629154,0.101478330973365,0.0828327004201989,0.090816601928633,0.0829351159845098,0.0911135569891082,0.0731495992544173,0.0883630977073342,0.0838903424838424
08/25/2017,27.2746714583333,26.533535625,25.6849539583333,26.12182,26.4037452604167,25.9639235416667,25.7821427083333,25.0599979166667,25.9286952083333,25.68368984375,25.3080052083333,25.3622960416667,24.9373227083333,25.3063620833333,25.2284965104167,25.5346416666667,25.420076875,24.660795,25.491084375,25.2766494791667,25.7846839583333,25.8291514583333,25.97980875,25.8656454166667,25.8648223958333,0.121765032550226,0.122034258406091,0.119701443863988,0.0951598304750047,0.114665141323828,0.106144921406438,0.114475650279774,0.110600159344635,0.108482735296191,0.10992586658176,0.0988192545294249,0.0967805053479117,0.0971577881415847,0.0900211395279206,0.0956946718867104,0.0918455478817461,0.0872517576531262,0.100899450398141,0.0826383790959214,0.0906587837572338,0.0830420841153755,0.0910979437565665,0.0731748074578257,0.0883638354697761,0.0839196676998859
