Date,SOILT_O1_2cm,SOILT_O2_2cm,SOILT_S1_2cm,SOILT_S2_2cm,SOILT_2cm_gf,SOILT_O1_12cm,SOILT_O2_12cm,SOILT_S1_12cm,SOILT_S2_12cm,SOILT_12cm_gf,SOILT_O1_22cm,SOILT_O2_22cm,SOILT_S1_22cm,SOILT_S2_22cm,SOILT_22cm_gf,SOILT_O1_37cm,SOILT_O2_37cm,SOILT_S1_37cm,SOILT_S2_37cm,SOILT_37cm_gf,SOILT_O1_52cm,SOILT_O2_52cm,SOILT_S1_52cm,SOILT_S2_52cm,SOILT_52cm_gf,SWC_O1_2cm,SWC_O2_2cm,SWC_S1_2cm,SWC_S2_2cm,SWC_2cm_gf,SWC_O1_12cm,SWC_O2_12cm,SWC_S1_12cm,SWC_S2_12cm,SWC_12cm_gf,SWC_O1_22cm,SWC_O2_22cm,SWC_S1_22cm,SWC_S2_22cm,SWC_22cm_gf,SWC_O1_37cm,SWC_O2_37cm,SWC_S1_37cm,SWC_S2_37cm,SWC_37cm_gf,SWC_O1_52cm,SWC_O2_52cm,SWC_S1_52cm,SWC_S2_52cm,SWC_52cm_gf
04/01/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.051282507664919,0.0531148682716477,0.0383479457606344,0.0401239048357414,0.0459126460127647,0.0825028025289989,0.0951820761532152,0.130190874868592,NaN,0.102420972233252,0.0957926888749142,NaN,0.120010980791431,0.100078387432216,0.105091084444149,0.123428241790444,0.0933044317521539,0.107451965370585,NaN,0.11049202762995,0.0937450821191202,0.0968879040857533,0.0858721883955859,NaN,0.0944578577927513
04/02/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0478015931603193,0.0505136325624827,0.035452318450536,NaN,0.0422057307380183,0.081332328494125,0.0929443893994246,0.128563089025052,NaN,0.101361728149178,0.0951358297038152,NaN,0.118486209460119,NaN,0.104391807486427,0.123582693168767,0.0932119928779705,0.107702334362633,NaN,0.110296617181638,0.0938332120632433,NaN,0.0860207360261609,NaN,0.0945060986797071
04/03/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0432127269489339,NaN,0.0325223626531184,NaN,0.0397442308511444,0.0808340562940131,NaN,0.126628615776884,NaN,0.100125837487522,0.094412476119081,NaN,0.116076531364834,NaN,0.102814359907136,0.1227385360818,NaN,0.106627718298543,NaN,0.110515635874596,0.0938228445261906,NaN,0.0858294651380361,NaN,0.0942116551417302
04/04/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0435036591314586,0.0490534180526479,0.0355170669301799,0.0357912922330636,0.0407733509552691,0.0806903910506167,0.0929882604969015,0.126940201187144,NaN,0.0979797804801624,0.0940323582294117,NaN,0.11635737933782,0.0964035498030051,0.101762185150413,0.121879089146355,0.0915213880218922,0.105816291334226,NaN,0.108786382110718,0.0932386317578984,0.095911397626438,0.0852767920887422,NaN,0.0940209234609283
04/05/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0432752650853007,NaN,NaN,NaN,0.0410880130323363,0.0806021618125485,NaN,NaN,NaN,0.0969952728938542,NaN,NaN,NaN,NaN,0.102643301240227,NaN,NaN,NaN,NaN,0.109521913887911,NaN,NaN,NaN,NaN,0.0935638443715484
04/06/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0405461141541405,0.0459248115981727,0.0335362837909332,0.0345595045277275,0.0392601832613527,0.0798560162341376,0.0912564336061255,0.125819120266624,NaN,0.097593354141821,0.0943400453428609,NaN,0.116993474080994,0.0972824410387521,0.103018883626698,0.123512337932214,0.09264238276067,0.107350876894875,NaN,0.108805480671848,0.0939986490922209,0.0967649865465524,0.0859999638422467,NaN,0.0936758403605414
04/07/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0382949808502097,NaN,0.0326832971446576,NaN,0.0370003661832948,0.0794209747939058,NaN,0.125656951959656,NaN,0.0950810027177194,0.0938341572657001,NaN,0.115959290698498,NaN,0.101835634645285,0.122564738846804,NaN,0.106420743614078,NaN,0.108462883570162,0.0936472172730185,NaN,0.0856966409001938,NaN,0.0943076875244488
04/08/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0388293896586754,NaN,NaN,NaN,0.0375970312932331,0.0793441465981596,NaN,NaN,NaN,0.0966447127847787,NaN,NaN,NaN,NaN,0.10204704891964,NaN,NaN,NaN,NaN,0.111701577888881,NaN,NaN,NaN,NaN,0.0927559585230495
04/09/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0381434319246762,NaN,0.0330326482811568,NaN,0.0369210067816399,0.0783948911901381,NaN,NaN,NaN,0.097050132213043,0.0937386575506695,NaN,NaN,NaN,0.102121325328232,0.122678886122182,NaN,NaN,NaN,0.110180861820627,0.0936480346765271,NaN,NaN,NaN,0.0935291078472645
04/10/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0369292520890792,NaN,NaN,NaN,0.036127440714241,0.0773224927344012,NaN,NaN,NaN,0.0917420535139983,NaN,NaN,NaN,NaN,0.0998266368580099,NaN,NaN,NaN,NaN,0.112134783952933,NaN,NaN,NaN,NaN,0.0937445964269165
04/11/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0837694265417197,NaN,NaN,NaN,0.0584287644151498,0.0787080579048233,0.0911468744757688,NaN,NaN,0.0958323835442956,0.0948507224404918,NaN,NaN,NaN,0.102803306461997,NaN,NaN,NaN,NaN,0.108930066952507,NaN,NaN,NaN,NaN,0.0945347494052036
04/12/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0879899121629098,0.0603442892077,0.0409249705600451,0.0516893152164519,0.0623200462668582,0.0787075218554379,0.0910572338843546,0.126662155583258,0.0977757164652795,0.0978999894663565,0.0958647676561772,NaN,0.118543947280356,0.0987005293848017,0.104367204156316,0.124759611942877,0.0934071575149926,0.108363613636732,NaN,0.110793592941284,0.0939591740346493,0.0966228938959478,0.0861613698600722,NaN,0.0941417660775914
04/13/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0767099046018846,0.0620841226245707,0.0406543067401103,0.0529368049720442,0.0591912861979614,0.0774722527360776,0.08898384517582,0.126052855443072,NaN,0.0970485410792441,0.0944705737965782,NaN,0.116176363120578,0.096462367957491,0.102817986105461,0.124518675475219,0.093048164329169,0.108126079823024,NaN,0.110505872751392,0.0943091826014149,0.0970092734394545,0.0864737476557048,NaN,0.094683147047883
04/14/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0601005454082566,0.0614554090120645,0.0423387916430124,0.0472287216614509,0.0530647800074227,0.0774996961380407,0.0890053661841945,0.127106822811281,NaN,0.0976726649265375,0.0934691606735786,NaN,0.114511604514733,0.0951964353959913,0.101537226766091,0.122900477768812,0.0918329983205295,0.106539403233502,0.11277732500033,0.109422927294424,0.0935291626216991,0.096156669175065,0.0856164157780203,0.104406811795971,0.0940935091406318
04/15/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0502397675300682,0.0572998540188572,0.0407467084792473,0.0411302538800569,0.0473541459770574,0.0778900427553355,0.0891710710346136,0.128430621313369,NaN,0.0984972450344394,0.0932013711065119,NaN,0.114361002863096,0.0951364121939534,0.100899595387854,0.122503883577157,0.0915696335481371,0.106160778615333,0.1123177236091,0.108138004837432,0.093168050721609,0.0958003019297339,0.085280762071678,0.104038777797612,0.0945719731301582
04/16/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0469241759332181,0.054672044414214,0.0399348017362164,0.0397381624636495,0.045544617027864,0.0780430914228256,0.0893173252039446,0.129312605619723,NaN,0.0971514763470751,0.0932308386711301,NaN,0.114922402927621,0.0956709998746876,0.10086867404233,0.123338452089618,0.0921767178902756,0.10693407626803,0.113113607937743,0.108851354205146,0.0936086240024338,0.0962853107720262,0.0856908038609573,0.104559329034944,0.094699756152152
04/17/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0475189136526771,0.0545302091567244,0.041230642944748,0.0407728643525593,0.046167923696779,0.0796430213312505,0.0909574684370684,0.13141612107636,NaN,0.0979854751002302,0.095201357831694,NaN,0.117916448218426,0.098262462672194,0.103218605980334,0.125125296903571,0.0935672367690422,0.108585797334857,0.114809576064117,0.11138097493928,0.0934613648809636,0.0962588989227722,0.0856228450553232,0.104474299264434,0.094874858049465
04/18/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0443272788885291,0.0507011294870565,0.0365608986634812,0.0369852745956858,0.0425279223294425,0.0786803378594089,0.0895302529299606,0.129017577605812,NaN,0.0992674919888137,0.0940798747645046,NaN,0.115359086432088,0.0960262623938351,0.101854053848299,0.124645413119729,0.0930961797971997,0.108103825131945,0.114284185468765,0.110305527719349,0.0935282362213353,0.0962727023885703,0.0856600603317582,0.104364549485435,0.0944456848850308
04/19/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0414726175442867,0.0488466989485317,0.0363426946802485,0.0351408819860065,0.040588150397508,0.077225836794793,0.0881616668254746,0.126754818815971,NaN,0.0973215305281569,0.0921231183748954,NaN,0.113012836965762,0.0939667064991504,0.100026321996667,0.122968733101919,0.0918333293815243,0.106562182835929,0.112549717898126,0.108323451363242,0.0929971273870176,0.0956318226424499,0.0851058629832422,0.103609025705118,0.0941251650035222
04/20/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0378134687849337,0.0459541177348914,0.0343850915951634,0.0324514799902153,0.0378755986714103,0.0769855328475109,0.0883165351958316,0.126379347403329,NaN,0.0966671563678869,0.0922176808808581,NaN,0.112924719562598,0.0938880274060494,0.0998218769760058,0.122299768876381,0.0912915778849894,0.106025058795958,0.111894208361721,0.107752788311902,0.0923427115062748,0.0949348558793321,0.0844777832084578,0.102906134695966,0.0934063001115248
04/21/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0351413458001992,NaN,0.0327624822742774,NaN,0.0358053308819127,0.0758540324306126,NaN,NaN,NaN,0.0947497936437351,NaN,NaN,0.11233653260706,NaN,0.0999333394508687,0.122175793530351,NaN,NaN,NaN,0.108538516769267,NaN,NaN,NaN,NaN,0.0929292836925037
04/22/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.033941626971877,0.0418974925844072,0.032111592864151,0.0291149522423568,0.0343228893330511,0.0758443454210491,0.0881929638610746,0.124684831454886,NaN,0.0947966312096744,0.0918184776949236,NaN,0.113363499642326,0.0942387968505422,0.0997103074822321,0.122218646620356,0.091348940716951,0.105993618134723,0.111815849070435,0.10803089752853,0.0922026751458564,0.0949553141881761,0.084362690327653,0.102860441789517,0.0933752463721825
04/23/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0333257396724412,0.0412238036127911,0.0313481057393281,0.02858415373211,0.0338417864519837,0.0748326376048921,0.0878434780806823,0.123129497305644,NaN,0.0933257408202545,0.0917156602871198,NaN,0.11292507207048,0.0936737080870386,0.0996937702101425,0.122509762436146,0.0915442889719542,0.106240716800465,0.112011443876439,0.108326705910709,0.0921642524266179,0.0951325839917124,0.0843738890758129,0.102949703407706,0.0929327363853345
04/24/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0319236015479389,0.0396907375917782,0.030109729031051,0.0278791978153668,0.0329409047116805,0.0737011764239444,0.0866309858206563,0.121384101663487,NaN,0.0940156513678325,0.0912712085921006,NaN,0.112504368532905,0.0934508483106486,0.0995143290649667,0.122913218375595,0.0918793837770318,0.106674155139883,0.112371809686292,0.108336184377475,0.0923333026123846,0.0954777448765776,0.0845733460874482,0.103243528459934,0.0934438227400805
04/25/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0320096989313129,0.0393530699332858,0.0303676690013836,NaN,0.0326343927309991,0.0732117451442236,0.086407075322791,0.120919229696725,NaN,0.0909853435382755,0.0917304676275128,NaN,0.112977199382118,NaN,0.0990812189961036,0.123211179401583,0.0920997245118567,0.106823407513326,NaN,0.109986172475733,0.0922244802717728,NaN,0.084443107064067,NaN,0.0930765758576741
04/26/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0323188694299115,0.039321398870189,0.0308862141250598,0.0279285782614601,0.0326980355215578,0.0716045845206988,0.0848633872990042,0.119196845912274,NaN,0.0897422705255528,0.0906627309937388,NaN,0.112027679008086,NaN,0.0981964446470651,0.123239873433723,0.092251529880174,0.106880886802242,NaN,0.110672085214333,0.0922663155637815,0.0954837889469634,0.0844096351695245,NaN,0.0930010280699097
04/27/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0332721637963072,0.0408217436702439,0.032744568946682,NaN,0.0324851762387744,0.0716876095584897,0.0848855191650521,0.11926593349449,NaN,0.0918974591979833,0.0911396327568437,NaN,0.113107541495992,NaN,0.0992385802138801,0.123878100227512,0.0927154916828428,0.107335066518342,NaN,0.10954704714791,0.0923644012324282,NaN,0.084503716242567,NaN,0.0929551258423076
04/28/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0319395114483112,NaN,NaN,NaN,0.0326426237223816,0.070771175610873,NaN,NaN,NaN,0.087958528112891,NaN,NaN,NaN,NaN,0.0991480402689721,NaN,NaN,NaN,NaN,0.110581227147054,NaN,NaN,NaN,NaN,0.0931280499315206
04/29/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0298860604814241,NaN,NaN,NaN,0.030816748005257,0.0692950101571923,NaN,NaN,NaN,0.0875626061088495,NaN,NaN,NaN,NaN,0.0980081777730697,NaN,NaN,NaN,NaN,0.108850743651214,NaN,NaN,NaN,NaN,0.0927034049730957
04/30/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0292248786332075,0.0370318114673435,0.0294589808520561,0.026937192249994,0.0302000513903795,0.0682047955794199,0.0811822992131698,0.115676273602771,NaN,0.0886377067979309,0.0890752276829631,NaN,0.11088102815981,0.0929089250194531,0.0973661276183246,0.123590618311277,0.0923837013816737,0.106950925827379,0.112527208514613,0.108770053805009,0.091707584630918,0.0950330602043056,0.0838438503131658,0.102421278243306,0.0927202176280282
05/01/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0280646137200051,NaN,NaN,NaN,0.0297521481406314,0.0678082794984747,0.0816619342040049,0.11595687605439,NaN,0.0844850139410609,0.0891998567343931,NaN,NaN,NaN,0.096969449109049,NaN,NaN,NaN,NaN,0.109276670245284,NaN,NaN,0.0836618419760003,NaN,0.0905152873925468
05/02/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0324771267523624,0.0384358856232278,0.0311621260782676,0.0290060615974836,0.0325678336744874,0.0678221619874402,0.0808907199999438,0.116796795233438,NaN,0.0868204720837855,0.0896459118235357,NaN,0.112468802258077,0.0943430654579069,0.0988552320429367,0.124332696970007,0.0928149704054067,0.107388061297614,0.11286243931049,0.109220078740661,0.0912141463044253,0.0945462257979409,0.0834400616001973,0.101816723270581,0.0924486422369389
05/03/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0334157353896121,NaN,0.0305037422347305,NaN,0.0321811107697014,0.0669994621620628,NaN,0.116019509660427,NaN,0.0873158811953429,0.0889041443500672,NaN,NaN,NaN,0.0975858295573882,0.125097975413261,NaN,NaN,NaN,0.111159143736719,0.0916462977906359,NaN,NaN,NaN,0.0924631145532292
05/04/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0310041792649081,NaN,NaN,NaN,NaN,0.0833201173747013,NaN,NaN,NaN,NaN,0.0970890259888403,NaN,NaN,NaN,NaN,0.110697493313508,NaN,NaN,NaN,NaN,0.0904195880441193
05/05/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0294902761885398,0.0359432844556997,0.0287799711529261,0.0261241482525595,0.0300608237524674,0.064882965639852,0.0774330437987204,0.11343372972425,NaN,0.0866110721509456,0.0863301678389382,NaN,0.109214561600414,0.092222971742773,0.0954067655389065,0.123863888011248,0.0924053701194636,0.106836664642532,0.112279470410923,0.109588523402173,0.0909931850376178,0.0944947166815412,0.0832213041905951,0.10161906011718,0.0910483694342073
05/06/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0275044594525273,0.0345634102420241,0.027372354618766,0.0241049732837895,0.0285815790117631,0.0637667138229799,0.0761495398115863,0.112549855934398,NaN,0.0834541619110146,0.0854554909762536,NaN,0.10811270522971,0.091186561788338,0.0948647563646088,0.124174430600017,0.0926635012293323,0.107069710084555,0.112528939123466,0.109889378272187,0.0911847841800115,0.0947387992406524,0.0834228316994477,0.101863289111457,0.0918175177343684
05/07/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0264678098920496,0.0413316445189882,0.0279501429864931,0.0251277775970885,0.0294118652132561,0.0634652925146151,0.0672310983756062,0.112810431070487,NaN,0.0799359383139588,0.0849455690488955,NaN,0.108117414558606,NaN,0.0920919384502748,0.124235935421872,NaN,0.107146537421416,NaN,0.109987059020967,0.0910454624256632,NaN,0.0832907786786229,0.1016910495428,0.091856363883006
05/08/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0234646474883115,NaN,0.0256176224900066,NaN,0.0279137687899846,0.0618808118396015,NaN,0.110149126922382,NaN,0.0748229740396309,0.0838349131266466,NaN,0.106641329169638,NaN,0.0890365195445355,0.124163299564946,NaN,0.10722697645283,NaN,0.112979232379462,0.0911926157165515,NaN,NaN,NaN,0.0910917340939378
05/09/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0254507185797387,NaN,0.0272981192549266,NaN,0.0293112414931438,0.0614783346286044,NaN,0.109804406798995,NaN,0.0761062001733045,0.0834957852052062,NaN,0.106747380738504,NaN,0.0884450567101278,0.124159165848585,NaN,0.107266676404347,NaN,0.111242552841032,0.0912443167443364,NaN,0.0835352481589363,NaN,0.0913468677433732
05/10/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0262768894419198,NaN,NaN,NaN,0.0293633272791189,0.0610825570567306,NaN,NaN,NaN,0.0740140381908035,NaN,NaN,NaN,NaN,0.0865137662306126,NaN,NaN,NaN,NaN,0.109267403669051,NaN,NaN,NaN,NaN,0.0921755064738603
05/11/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.025616205993985,NaN,0.0266356657196735,NaN,0.0285527990772472,0.0605370901298242,NaN,0.10941649209132,NaN,0.0778259287339003,0.0824331708296743,NaN,0.106447678059059,NaN,0.088437442577506,0.125154219905532,NaN,0.108084216694191,NaN,0.111968728519619,0.091576489927772,NaN,0.0838381349317892,NaN,0.0909904569405006
05/12/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0245306744337216,NaN,0.0269222442500331,NaN,0.0275879178615866,0.0601997138106446,NaN,0.109335129115569,NaN,0.0764856077707039,0.0820812697509435,NaN,0.10629684555588,NaN,0.0891443735868361,0.125325687344903,NaN,0.108123330722801,NaN,0.111835754096598,0.0915825388450837,NaN,0.0838174033395395,NaN,0.0915500707015632
05/13/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0239228719595312,0.0403424093829129,0.0259960614978335,0.0271741741908897,0.0272944634695869,0.0593266447554312,0.0566241810405487,0.108345179241855,NaN,0.0772767012934163,0.0810386255083467,0.06738482418636,0.105302103542682,0.0892362018303308,0.0878569397798536,0.125431091500156,0.091967688105197,0.108188117791729,NaN,0.111750271437323,0.0917048341808007,0.0960131892392576,0.0839376130769372,NaN,0.0917319190374758
05/14/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0240946486496315,0.0390451592332026,0.0259483498470427,0.026101079496756,0.0278109561093691,0.0591086486064464,0.0568696799027685,0.108014723352575,NaN,0.0756792151056684,0.0806750017509942,0.0676295719004767,0.105066359727564,0.0891612596530696,0.086503233236146,0.125607432790942,0.0921189980262805,0.1083034798575,0.113314981351667,0.110749360504826,0.0916363608054077,0.0960578785407411,0.0839005856575546,0.102304236340075,0.0927633817828526
05/15/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0237345506789491,0.0374002768453994,0.0259301709547661,0.0243164006315877,0.0275013501697621,0.0584604992829468,0.0561671105673507,0.107276460083895,NaN,0.0733215259447178,0.0800104034998796,0.0672267455135189,0.104337525947799,0.0883194159735617,0.0847262312675,0.125456429848349,0.091893576060624,0.108072236283608,0.113159710163009,0.110272400708245,0.0917868699871846,0.0962507741571756,0.0840257579714289,0.102473998340555,0.0932002905432698
05/16/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0310390306932913,NaN,NaN,NaN,NaN,0.0764862363033847,NaN,NaN,NaN,NaN,0.0857001849244429,NaN,NaN,NaN,NaN,0.111728756523096,NaN,NaN,NaN,NaN,0.0931276601861222
05/17/2009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0297956807983421,NaN,NaN,NaN,NaN,0.0758958208741481,NaN,NaN,NaN,NaN,0.0869740592319995,NaN,NaN,NaN,NaN,0.113418972128371,NaN,NaN,NaN,NaN,0.0928798565859274
