Date,SOILT_O1_5cm,SOILT_O2_5cm,SOILT_O3_5cm,SOILT_J1_5cm,SOILT_J2_5cm,SOILT_J3_5cm,SOILT_5cm_gf,SOILT_O1_10cm,SOILT_O2_10cm,SOILT_O3_10cm,SOILT_J1_10cm,SOILT_J2_10cm,SOILT_J3_10cm,SOILT_10cm_gf,SOILT_O1_30cm,SOILT_O2_30cm,SOILT_O3_30cm,SOILT_J1_30cm,SOILT_J2_30cm,SOILT_J3_30cm,SOILT_30cm_gf,SWC_O1_5cm,SWC_O2_5cm,SWC_O3_5cm,SWC_J1_5cm,SWC_J2_5cm,SWC_J3_5cm,SWC_5cm_gf,SWC_O1_10cm,SWC_O2_10cm,SWC_O3_10cm,SWC_J1_10cm,SWC_J2_10cm,SWC_J3_10cm,SWC_10cm_gf,SWC_O1_30cm,SWC_O2_30cm,SWC_O3_30cm,SWC_J1_30cm,SWC_J2_30cm,SWC_J3_30cm,SWC_30cm_gf
02/27/2020,5.25050203541667,3.7461626375,4.05583091666667,6.90328816666667,3.43828627083333,1.365992314375,4.12667705690972,4.730321225,3.54287664583333,3.983240875,5.54747179166667,3.1745394375,1.94045808541667,3.81981801006945,5.1812019375,3.36099189583333,4.42346754166666,4.57164816666667,3.72567879166667,2.66802008333333,3.98850140277778,0.241846446400167,0.229517107162493,0.21299507433353,0.109281609371118,0.134494326422605,0.129094390224714,0.176489890628922,0.251132460822146,0.188561991515435,0.23121440789613,0.148445417625333,0.191418651476317,0.14952036437422,0.193382215618263,0.246097838459616,0.196788812920733,0.18428151405463,0.146699048068092,0.121215415163901,0.124214757300741,0.169882897661286
02/28/2020,6.01217479375,4.27164582083333,4.66132860416667,7.48369033333334,3.9718116875,2.00864011291667,4.73488189208333,5.47329328958333,4.07312595833333,4.54085414583333,6.13928579166667,3.66431008333333,2.44937191666667,4.39004019756945,5.78247633333333,3.77214452083333,4.7408565,5.067393375,3.9690704375,2.82003235416667,4.35866225347222,0.240738192496194,0.227950670336038,0.211179870399106,0.107500258721733,0.133697334567891,0.129562828798873,0.175104859219972,0.249550333869402,0.187225600413221,0.229268843078125,0.146641008867041,0.188840671644301,0.14558690978467,0.191185561276127,0.244311924435853,0.194436152240964,0.182264527673637,0.147012555336486,0.120715881078192,0.123756502043572,0.168749590468117
02/29/2020,7.9778083125,6.34413375,6.33272691666667,9.367276375,5.23848279166667,3.69331020416667,6.492289725,7.2694293125,5.88650041666667,5.90720870833333,7.86228589583333,4.742407125,3.690749375,5.89309680555556,6.78009510416667,4.69430864583333,5.32963835416667,5.93571575,4.52109960416667,3.3772606875,5.10635302430556,0.240386694357126,0.226949764153703,0.209827765476768,0.105631102190981,0.133291270498993,0.130421196688862,0.175045426114697,0.24819744174226,0.186216174184648,0.227566243631829,0.14555020826526,0.186400968341772,0.141884462212937,0.189302583063118,0.242776387189914,0.191993017011231,0.180605057480193,0.147488070466836,0.120268424265565,0.123576106229457,0.167784510440533
03/01/2020,8.79896879166667,7.16660864583333,7.1826866875,9.86925045833333,5.93180610416667,4.82202435416667,7.29522417361111,8.13080522916667,6.8004689375,6.78229829166667,8.36832522916666,5.46632995833333,4.7098500625,6.70967961805556,7.66007091666667,5.73044375,6.09440552083333,6.711477,5.1698199375,4.174642875,5.92347666666666,0.238511599263892,0.224408875281543,0.207345875003554,0.102370931279195,0.132394541260751,0.128897624502191,0.172321574431854,0.245850476242752,0.184059347253955,0.22513683043211,0.144346288099844,0.183754663628405,0.137801162682651,0.186824794723286,0.2409968795732,0.18989780256849,0.179030839985906,0.14814125223783,0.119836220374036,0.123633101950958,0.166922682781737
03/02/2020,9.258401,7.394703125,7.64859402083333,9.82886997916667,6.20880960416667,4.94370252083333,7.54718004166667,8.69614054166667,7.172123625,7.337283625,8.3831144375,5.79968647916667,5.10200372916667,7.08172540625,8.27535329166667,6.28170664583333,6.68326027083333,6.98186595833333,5.56429539583333,4.67585927083333,6.41039013888889,0.236037141056452,0.221239149723307,0.204470685066924,0.0988947442181598,0.130944003744351,0.126579195900091,0.169694153284881,0.243102043693544,0.181328265529576,0.222216946262985,0.142853453192025,0.180976536536237,0.13355916210519,0.184006067886593,0.238974589717055,0.187583066063242,0.177206581461711,0.148483337846651,0.119189702839732,0.123511605966576,0.165824813982495
03/03/2020,7.027476875,5.22129345833333,6.17892229166667,7.87910052083333,5.196471875,3.74931566666667,5.87543011458333,6.9535926875,5.48780660416667,6.33519064583333,6.65519935416667,5.08371720833333,4.35121535416667,5.81112030902778,7.8934821875,5.94147660416667,6.59888966666667,6.562045,5.5249085625,4.56075545833333,6.18025957986111,0.232367974627511,0.21690507664071,0.200179415658709,0.0951332877788946,0.128107817320288,0.12346721989985,0.166026798654327,0.239266622588979,0.177860863029013,0.217987209928511,0.140618966230857,0.17749680888564,0.129038479669853,0.180378158388809,0.235837195023077,0.184878272970913,0.174965598969377,0.148392755284601,0.118164215349444,0.122984456391511,0.164203748998154
03/04/2020,8.11043397916667,6.28928214583333,6.41925397916667,8.62540689583333,5.34077997916667,3.76327047916667,6.42473790972222,7.51443247916667,5.97925395833333,6.25238089583333,7.02026391666667,4.98141379166667,4.127524125,5.97921152777778,7.55446141666667,5.5100700625,6.25794414583333,6.09083810416667,5.1889995625,4.2853973125,5.81461843402778,0.229232490292095,0.213522819451887,0.197411336823708,0.0927511826332292,0.126544869704644,0.121106230556119,0.165933354777975,0.236771258209414,0.174910194170533,0.214812368820174,0.139319818322715,0.174924128341656,0.12585136565542,0.177764855586652,0.232910660235965,0.181705029713611,0.172229831889619,0.148000539578385,0.117119851073389,0.122277175204714,0.16237384794928
03/05/2020,10.0593032083333,8.33818941666666,7.98591072916667,10.3795516041667,6.470102625,5.10712904166667,8.05669777083333,9.28689466666667,7.80538227083333,7.54157877083333,8.74053283333333,5.9656209375,5.03143347916667,7.39524049305556,8.58738808333333,6.51050602083334,6.77139145833333,6.94243814583333,5.65084010416667,4.6598975,6.52041021875,0.22834165864756,0.212320175842798,0.195814813005689,0.0903982777682145,0.126398463736787,0.119552732258237,0.162137686876548,0.235616988680467,0.173543121830564,0.212732079783807,0.139307397260835,0.173236917465798,0.123807509303719,0.176374002387532,0.231115025596542,0.179162467854635,0.170398589788483,0.148450526386769,0.116538695963387,0.122063431153888,0.161288122790618
03/06/2020,10.3317041041667,8.64585725,8.463080625,10.5444149791667,6.84484620833334,5.53006316666667,8.39332772222222,9.73284004166667,8.302653625,8.13934825,9.0780865625,6.38645097916667,5.503102125,7.85708026388889,9.22897922916666,7.2634359375,7.4047275625,7.53993504166666,6.08161679166667,5.1109536875,7.104941375,0.226100571293161,0.209359672019069,0.19301452095572,0.0869007932459112,0.12510700302925,0.117263587883564,0.159624358071112,0.233259411533502,0.171471552219716,0.209684780673252,0.138739857509248,0.171189622291425,0.121612913325729,0.174326356258812,0.228978019828904,0.176883883628297,0.168718928659239,0.148955821458237,0.115958181296744,0.121969535383862,0.160244061709214
03/07/2020,10.8599722916667,8.97555177083333,8.85849608333333,10.7879111666667,7.24640045833333,6.07138060416667,8.7999520625,10.2107748333333,8.648802625,8.51845116666666,9.34516120833333,6.76995,5.9451996875,8.23972325347222,9.66610335416667,7.71874633333333,7.79024229166667,7.82155383333333,6.40951077083333,5.4416886875,7.47464087847222,0.223578442915166,0.205882577519391,0.189983603811901,0.0837465441192177,0.123795064713863,0.114950522613655,0.156989459282199,0.231049746603224,0.169099100133315,0.206397490558959,0.138093410305848,0.169223874527534,0.11977630299378,0.172273320853777,0.226504684727887,0.174330954837759,0.16687194664082,0.149177395715955,0.115330996921851,0.121803470555326,0.159003241566599
03/08/2020,9.44782293750001,8.32655122916667,8.61912039583334,10.6100231041667,7.7689768125,6.94937464583333,8.62031152083333,9.46856904166667,8.4806455625,8.64931860416667,9.420694,7.40300322916667,6.83248947916667,8.37578665277778,10.0112103541667,8.2314448125,8.25264547916666,8.33283883333333,7.0081880625,6.14731947916667,7.99727450347222,0.221328395953492,0.202803943159807,0.186364683551014,0.0810048217862137,0.122545499040719,0.113314897531228,0.154560373503746,0.227348961587369,0.166531545828754,0.202781353191503,0.137814191901265,0.16771946448706,0.118492333003956,0.170114641666651,0.224064231844689,0.172106713827949,0.16541390609256,0.149684881257932,0.114922349375381,0.121976013758493,0.158028016026167
03/09/2020,10.6346599166667,8.82572810416666,8.7261115,10.2809631041667,7.54211445833333,6.46744966666666,8.746171125,9.852263,8.3806331875,8.40779725,8.85003835416667,7.110867875,6.31847854166667,8.15334636805556,9.34284704166667,7.58366804166667,7.859634625,7.69802420833333,6.92491735416667,6.066628,7.57928654513889,0.220352383213443,0.204149327242069,0.183255071781168,0.0804461948701369,0.120820805865698,0.112081533345569,0.157913617185762,0.226013016003192,0.164834133846631,0.198866591488784,0.136857569014856,0.166057392832899,0.116797727978754,0.168374144681672,0.220186571936174,0.169138686064347,0.162883578686974,0.149431604323964,0.114268184567624,0.121678717033888,0.156264557102162
03/10/2020,12.5512303958333,10.669497375,10.3903748333333,11.5173898958333,8.31609927083333,7.498215875,10.1571346076389,11.6673918125,10.0951774166667,9.83678622916667,10.0350288541667,7.77153391666667,7.03119158333334,9.40618496875,10.56232475,8.60075572916667,8.562779,8.2644990625,7.264362125,6.41084183333334,8.27759375,0.223156429468836,0.206333990342192,0.181346765317029,0.0802079298511491,0.120326627423563,0.110890383518592,0.154330554719865,0.22650402950263,0.165443362765827,0.1966080029499,0.136657754582842,0.164483782361228,0.115856599760545,0.167592255320495,0.218850991270526,0.166864645540032,0.161584042995871,0.1496711142592,0.11366774590079,0.121461388514716,0.155349988080189
03/11/2020,13.7115069375,12.29499675,11.880189875,12.7169614583333,9.20127066666667,8.92621802083333,11.4551906180556,12.9156478541667,11.7319495625,11.2493907291667,11.2033761458333,8.59117722916667,8.16849708333333,10.6433397673611,11.684686875,9.82513577083334,9.5691919375,9.1052179375,7.83122622916667,7.14644279166667,9.19365025694444,0.223681034304038,0.205694746099016,0.179167557740778,0.0790771343981857,0.119763515893416,0.109822655670832,0.152867774017711,0.226475500872167,0.164890741021708,0.194198436650934,0.136908696245096,0.16317819524916,0.11534648462788,0.166833009111158,0.217138314635303,0.165228983953434,0.160720449612581,0.150132316548841,0.113204496993153,0.121541723550083,0.154661047548899
03/12/2020,14.1338521875,12.42170075,12.3454325625,12.906708125,9.67885964583333,9.508269125,11.8324703993056,13.4261369791667,12.0863678541667,11.827281875,11.5426138958333,9.1559145,8.87890570833333,11.1528701354167,12.4027377083333,10.6460241041667,10.3389235,9.6992988125,8.41658535416667,7.88364627083333,9.89786929166667,0.22217567921951,0.203142179709157,0.175872603210023,0.077157307258338,0.118723358598867,0.108117285716877,0.150864735618795,0.224629892915011,0.162897092874233,0.190655301935311,0.136851952502463,0.161894547337015,0.114650155851176,0.165263157235868,0.214543466784474,0.163492557008365,0.159790774087294,0.150603892594865,0.112781208640502,0.121641381271065,0.153808880064428
03/13/2020,12.8729275416667,11.53909325,11.9956648541667,12.167499375,9.73686789583334,9.61246897916666,11.3207536493056,12.73554775,11.6629456458333,11.8174225,11.019229375,9.31874664583333,9.21497989583334,10.9614786354167,12.6417483333333,10.9501979166667,10.80959375,9.819137,8.78064264583333,8.36996925,10.2285481493056,0.223679659503223,0.203805886539214,0.172298789111468,0.0761193858768916,0.117646296502652,0.108100052731545,0.150275011710832,0.222466654468886,0.161208086588195,0.187042962335332,0.136497674378966,0.160409412936039,0.113954200802375,0.163596498584966,0.211787090388446,0.161816638776371,0.158970620727467,0.150893807822302,0.112248558050987,0.121707637680087,0.15290405890761
03/14/2020,11.3308506875,9.311605625,9.9049835,10.7793567083333,8.6931628125,7.38259260416667,9.56709198958333,10.8922163333333,9.30285635416667,9.85370297916667,9.46444595833333,8.40151222916666,7.6379923125,9.25878769444445,11.1993129375,NaN,9.973707875,8.88462858333333,8.44986535416667,7.85210379166666,9.28160023541667,0.230354989516951,0.213491197164029,0.167959772770419,0.0763903086731226,0.115901092574973,0.108148585209821,0.153968685043937,0.223401142224481,0.162180711197756,0.181567963737989,0.135070078265807,0.158424060811912,0.112120435529371,0.162127398627886,0.207310859304048,0.158962383742644,0.156574568652037,0.150415139697929,0.111325834873603,0.121238681956931,0.150971244704532
03/15/2020,11.0371557083333,9.3882781875,9.99093129166667,10.530197,8.4515263125,7.5018725,9.48332683333333,10.7718456666667,9.40659175,9.8956298125,9.26515660416667,8.174220375,7.51497535416667,9.17140326041667,11.1872754166667,NaN,9.76676014583334,8.7682203125,8.25287916666667,7.52227072916667,9.09948115416667,0.229047406817106,0.212687346206546,0.166171921363969,0.0767919582808369,0.114737700747171,0.106307305071025,0.150957273081109,0.22520434212613,0.162392766100809,0.17861743382401,0.134351583998818,0.156689469697709,0.111308517774535,0.161427352253668,0.204633388197472,0.156196369587873,0.154840757534333,0.150127740193471,0.110385113395329,0.120648794018467,0.149472027154491
03/16/2020,12.6950692708333,10.47703925,10.8654332291667,11.5572712291667,8.81948645833334,7.78794495833334,10.3670407326389,12.0072181458333,10.2035872708333,10.4251397083333,9.97389814583333,8.39199541666667,7.743650625,9.79091488541667,11.4547647916667,NaN,9.81491302083333,8.80916016666666,8.20516404166667,7.60151227083333,9.17710285833333,0.225974922390563,0.209339805887931,0.164542227376263,0.0767023198213896,0.114074916062736,0.104498744061954,0.153840526940236,0.224307859861904,0.160984965086278,0.176218085691055,0.134102500164023,0.155508795861784,0.110841524742795,0.160442092849382,0.202033492967996,0.15431782901545,0.153263365688096,0.149835451763176,0.10976141176812,0.120308708240851,0.148253376573948
03/17/2020,11.5183875416667,10.210662,10.6181399583333,11.4881404166667,9.0687315625,8.48726197916667,10.2318872430556,11.3439871875,10.2128271875,10.5090204791667,10.1791061666667,8.70631722916667,8.2580409375,9.86821653125,11.793925,NaN,10.1969605,9.31895941666667,8.515738375,7.89595316666667,9.54430729166666,0.223572232358669,0.205729682676835,0.161337112891099,0.075952990868403,0.11375909965458,0.102940115073781,0.147215205587228,0.221867480895251,0.158595092845023,0.173420348255649,0.133822810817122,0.154399724275628,0.110498214752684,0.158767278640226,0.19950671622993,0.153190857162906,0.152351450691987,0.149967647298569,0.109069714298459,0.120121402855769,0.14736796475627
03/18/2020,10.4501605,9.08370566666667,9.64609433333333,10.7993104166667,8.810597875,8.23410689583333,9.50399594791667,10.373666875,9.25894195833334,9.705375375,9.61761197916667,8.56026314583333,8.31664114583333,9.30541674652778,11.193360625,NaN,9.89888902083333,9.0898919375,8.554206375,8.11453525,9.37017664166667,0.219277966512739,0.200655194512226,0.157068715471966,0.0745706553309706,0.112739444508642,0.101075706151473,0.14423128041467,0.218042292293857,0.155169063761658,0.169643747021551,0.133254237144075,0.153455588360036,0.110110910254272,0.156612639805908,0.195930860666634,0.151457127988615,0.150732498074196,0.149905230887211,0.10853003712085,0.120088502080962,0.146107376136411
03/19/2020,9.45224133333333,7.46330404166667,8.6472058125,9.57731847916666,7.82888479166667,6.54455845833333,8.25225215277778,9.40208691666667,7.78752239583333,8.77075475,8.445466625,7.75205683333334,7.23689614583333,8.23246394444444,10.4212212083333,NaN,9.34966397916667,8.43845070833333,8.20927029166667,7.75043229166667,8.83380769583333,0.219748731425101,0.20500608230948,0.153484038399224,0.074877426474352,0.112713395622938,0.101281142495205,0.145411301846902,0.215621885266227,0.152956478541491,0.166170071212458,0.13240366647113,0.151905183375513,0.109011274101892,0.154678093161452,0.192571757206157,0.149225777439424,0.14874686242644,0.149509667384271,0.107827700335479,0.119727844927394,0.144601601619861
03/20/2020,8.51828652083333,6.29306425,7.7496691875,8.3870655,6.68840485416667,5.0453748125,7.1136441875,8.36824014583333,6.54609560416667,7.89372766666667,7.30388833333333,6.69784397916667,5.91177541666667,7.12026185763889,9.62415579166667,NaN,8.63771091666666,7.6768985625,7.54572216666666,6.929727625,8.0828430125,0.219701559817825,0.205911806757643,0.149996052719114,0.0749091372451452,0.111415276703381,0.0991585033315381,0.143515389429108,0.214586759076904,0.151956414289821,0.163018499405388,0.131186655860873,0.150018761471867,0.10778397652129,0.153091844437691,0.189501677049973,0.146958251140985,0.146904820222824,0.148987141412295,0.106821494378757,0.119010205757083,0.143030598326986
03/21/2020,11.2549551666667,9.74177202083334,9.883178,10.2043379791667,7.50619979166666,6.77807177083333,9.22808578819444,10.540739375,9.211927,9.36354985416667,8.68168514583333,7.1143828125,6.6233415,8.58927094791667,10.1178335208333,NaN,8.74289585416667,7.72910777083333,7.28601810416666,6.80495902083333,8.13616285416666,0.219669986013802,0.204900642590146,0.149852154676069,0.075379802571488,0.111906018634047,0.0986042764601396,0.145467860062131,0.215659626217724,0.152198842291249,0.163202280564687,0.131322288358371,0.149763985562654,0.108107575653466,0.153375766441359,0.188226242186093,0.146199736504774,0.145860443430604,0.148644214569841,0.10619076704891,0.118634144928957,0.142292591444863
03/22/2020,11.4202060208333,9.662062125,10.3197460208333,10.672722,7.8575615,7.04959902083333,9.49698278125,10.9537668958333,9.52926133333334,10.0072946041667,9.25733864583333,7.57928252083333,7.15875175,9.08094929166667,10.8773072291667,NaN,9.48377077083333,8.33549358333333,7.62887235416667,7.21315058333333,8.70771890416667,0.218007729521318,0.201889867896261,0.147399908933467,0.0751959138093503,0.111920703917559,0.097175483794778,0.141931601312122,0.21439067127573,0.150501873291582,0.16158764612625,0.131584957765126,0.149490666674601,0.108102950941422,0.152609794345785,0.18695424504322,0.14622830520395,0.145508818217888,0.14883777662429,0.105893540069576,0.118635489614959,0.142009695795647
03/23/2020,13.3788584791667,12.1129627291667,11.9094657916667,12.5889885416667,8.89252939583333,8.76140995833333,11.2740358159722,12.6278122083333,11.5502599166667,11.2677235208333,10.8803182708333,8.36466804166666,8.180166625,10.4784914305556,11.6974816666667,NaN,10.0172340416667,9.0338488125,7.9754730625,7.67862216666667,9.28053195,0.216303236011894,0.198125850615561,0.145924389379123,0.0738152078228185,0.112185590107238,0.0959911974436646,0.140512400960642,0.213153146165559,0.148808367448377,0.160971421799731,0.131952810576084,0.149201207171353,0.108391814666908,0.152079794638002,0.185732215234146,0.145963252852685,0.144988356062698,0.148890231349647,0.10549376025628,0.118610897325601,0.141613118846843
03/24/2020,14.200554125,12.0564071666667,12.2855986458333,12.7374014791667,9.2406038125,8.76538041666666,11.5476576076389,13.4726825416667,11.7704492083333,11.7614703541667,11.1996266875,8.80835704166667,8.5040688125,10.9194424409722,12.4896652083333,NaN,10.6632671875,9.650070625,8.434423,8.15400414583333,9.87828603333333,0.212516659308225,0.192493781459672,0.143200246854069,0.0709181608071422,0.112054235475003,0.0938610409916308,0.13750735414929,0.21017818238819,0.146035686369891,0.158915552939033,0.132089447851277,0.148798579261812,0.108267609946712,0.150714176459486,0.184338035728825,0.145763713361819,0.144442091598724,0.149285739636348,0.105195040350084,0.118681381513272,0.141284333698179
03/25/2020,15.012519375,12.9478368333333,12.94192325,13.4952210416667,9.82492383333333,9.349535875,12.2619933680556,14.1988511666667,12.4404007708333,12.1925282916667,11.8359099791667,9.28683525,8.84484327083334,11.4665614548611,13.152083125,NaN,11.0680589583333,10.0403831041667,8.77431758333334,8.39356691666667,10.2856819375,0.208345364326944,0.186345462861144,0.140868801968167,0.0683205063473906,0.111637818163164,0.0914755809609802,0.134498922437965,0.206876449014922,0.143379586402182,0.157231980524601,0.13211699581142,0.148288753769649,0.108100207524324,0.149332328841183,0.182759270518018,0.144947081807923,0.143796517079664,0.149363184845686,0.104759928184101,0.118543308300336,0.140694881789288
03/26/2020,15.442520625,13.714725625,13.8496658333333,14.3690285416667,10.8734245625,10.8737042916667,13.1871782465278,14.9776964583333,13.528810625,13.2699185416667,12.8078254166667,10.3398219583333,10.2169579375,12.52350515625,14.1834508333333,NaN,11.9221310416667,10.9939245833333,9.52301935416666,9.17574841666667,11.1596548458333,0.203802734825413,0.180648207635487,0.138813175672029,0.0655707898961716,0.110914554560898,0.0888328173068469,0.131430379982808,0.202853114148639,0.140807243081444,0.155825538147994,0.132610118293833,0.148547163879446,0.10863203712631,0.148212535779611,0.181608627370988,0.145039323920086,0.14347085480875,0.149810053958055,0.10466454665873,0.118790449024511,0.140563975956853
03/27/2020,15.0100916666667,13.2614956041667,13.521261875,13.7055808333333,10.6525544375,10.552049125,12.7838389236111,14.5864145833333,13.1187595833333,13.01496375,12.2686627083333,10.2546891666667,10.1924811458333,12.2393284895833,13.9538997916667,NaN,11.987525,10.9482302083333,9.79538604166667,9.5305508125,11.2431183708333,0.197711760252382,0.174763596817638,0.135924056212358,0.0638432008398864,0.108943943511696,0.086005056100934,0.127865268955816,0.197938805368802,0.137210415124806,0.152961932154399,0.132042182351815,0.147781449346131,0.108170502468326,0.14601754780238,0.179144088353891,0.143957242042618,0.142623564567827,0.149844688241751,0.104261820544593,0.118829927808636,0.139776888593219
03/28/2020,12.2320976382979,9.90737861702128,11.2839931702128,11.0139678723404,8.73731376595745,7.63425672340426,10.1080589826389,12.3022325531915,10.3146813404255,11.3802331702128,9.98879536170213,8.78678121276596,8.39592563829787,10.1610436649306,12.9869761702128,NaN,11.6087657446808,10.1168375531915,9.35402631914894,9.03948695744681,10.6127442291667,0.189906551175755,0.167898833924601,0.131711808383662,0.0621991276605532,0.105750022650484,0.0828503907416167,0.123362279742994,0.191239344066682,0.132334666262226,0.148439766861813,0.130553565361597,0.145548346600363,0.106408221190363,0.142391751950296,0.176084456805233,0.14200385522893,0.141058510178061,0.149392065710364,0.103269652901092,0.118254278293299,0.138330878953536
03/29/2020,12.023298,10.1810435625,10.8672781875,10.7222062083333,8.32251033333333,7.3292675625,9.90760064236111,11.7836211041667,10.0388629375,10.755875,9.5479111875,8.16949277083333,7.611033,9.65113266666667,12.2443220833333,NaN,10.9132760416667,9.36716666666666,8.67345566666667,8.25490725,9.89062554166667,0.184719013407786,0.163708839821512,0.129636967615637,0.0613620850670358,0.104061375827077,0.0811248351940759,0.120768852822187,0.187137296641945,0.130113131402439,0.145893780441652,0.129612960039284,0.14450667985467,0.105710340551286,0.140495698155213,0.173546877355022,0.140110412564051,0.13949644323367,0.148698215462903,0.102429659963489,0.117539981401769,0.136970264996818
03/30/2020,13.2654464583333,10.6580007083333,11.6699880208333,11.643307875,8.77356239583333,8.0034980625,10.6689672534722,12.9840232916667,10.678025,11.4521189791667,10.40771025,8.58007264583333,8.14953920833333,10.3752482291667,12.7456039583333,NaN,11.1328691666667,9.65424575,8.75432739583333,8.33885975,10.1251812041667,0.180280363992229,0.160192534507493,0.128503238845051,0.0599971496593495,0.102616501281949,0.0795344867066612,0.118520712498789,0.184285197888641,0.128170386254189,0.144811138772712,0.129697022100128,0.144470746618812,0.105887547623961,0.13955367320974,0.17221776707901,0.139506487274145,0.138406065662033,0.148646417429518,0.102100990323525,0.117321700682892,0.136366571408521
03/31/2020,13.386724375,10.8183491666667,11.5179094583333,11.6253718333333,8.73213754166667,8.12080089583333,10.7002155451389,12.9509977291667,10.494780875,11.2457160416667,10.3364362291667,8.469381625,8.05981627083334,10.2595214618056,12.70800875,NaN,11.0256116666667,9.53275620833333,8.63752164583333,8.22931333333334,10.0266423208333,0.174856874768121,0.156011261615761,0.126772609421099,0.0590882782779378,0.100961860878407,0.0780023412729196,0.115948871039041,0.180268999794464,0.125929634683911,0.142514424697152,0.129275057818518,0.143814589878248,0.105567748409339,0.137895075880272,0.170208204962947,0.13820864772567,0.137125827849296,0.148405415719762,0.101727389474641,0.116992592993319,0.135444679787606
04/01/2020,15.7185826458333,13.2486171458333,13.5021325,13.5032829166667,10.0623226666667,9.9615785625,12.6660860729167,15.1177191041667,12.6822900833333,12.8373564583333,12.0022214583333,9.5750544375,9.36804233333333,11.9304473125,13.8655310416667,NaN,11.5975979166667,10.3212351041667,9.1078571875,8.78230989583333,10.7349062291667,0.1710893622601,0.153647271789589,0.126773457669247,0.057835614286005,0.100070504823192,0.0767434509721078,0.114359943633374,0.178538369944894,0.125149499961292,0.142476023152032,0.129922927903043,0.144333492316011,0.106179403820622,0.137766619516316,0.169350266091157,0.138215826104875,0.136457078396784,0.148550750149729,0.10161047739929,0.117008882522594,0.135198880110738
04/02/2020,16.842300625,14.5322520625,14.4989870833333,14.6252585416667,10.9156593958333,11.0932117916667,13.75127825,16.20927125,13.8384558333333,13.7474041666667,13.026779375,10.3540311041667,10.1750073125,12.8918248402778,14.6940683333333,NaN,12.2386310416667,11.0195066666667,9.67192,9.37869804166667,11.4005648166667,0.16564443695689,0.150257987927033,0.125887417452842,0.0564326056347397,0.0988270398358459,0.0751099988454096,0.112026581108793,0.175465909670549,0.123480058611613,0.141330492311572,0.130110416703748,0.144207659402622,0.106334752060558,0.136821548126777,0.167929079874121,0.138117050009185,0.135927669112773,0.148795310538126,0.101466626771796,0.117146773671256,0.134897084996209
04/03/2020,15.3534961666667,13.2205314375,13.9114652083333,13.2757508541667,10.4317474166667,9.912609375,12.6842667430556,15.3711085416667,13.1586780625,13.6059570833333,12.2401534791667,10.2338577291667,9.88753975,12.4162157743056,14.91578,NaN,12.6485785416667,11.3458620833333,10.0615542708333,9.72687370833333,11.7397297208333,0.158775955594442,0.146328306508095,0.123862913397838,0.0550077340142135,0.0965321310267636,0.073177619095197,0.108947443272758,0.171023346632618,0.12118157298835,0.138945287056896,0.129578839517821,0.143375412640787,0.105643060661163,0.134957919916273,0.166001421013268,0.137717652624231,0.135327357401187,0.14894880168133,0.101112683457748,0.117112951448549,0.134370144604386
04/04/2020,15.7172585833333,13.2566195625,13.8019566666667,13.1651806666667,10.2031909791667,9.7735468125,12.6529588784722,15.4446110833333,12.9083136458333,13.3812008333333,11.9709035208333,9.88629252083333,9.38885595833334,12.1633629270833,14.667008125,NaN,12.58712375,10.9472466666667,9.81821772916666,9.36215595833333,11.4763504458333,0.153247997580023,0.143003699784602,0.122521640121966,0.0545577455573915,0.0950718041026908,0.0720284018479341,0.107407309196995,0.168076219123618,0.119336563237618,0.13712342180717,0.128780415921718,0.14257159878184,0.105117539964728,0.133500959806115,0.163549266950579,0.13643435078449,0.134229047372972,0.148535163459465,0.100679891960118,0.116638670213972,0.133344398456933
04/05/2020,16.4291119166667,13.9781818541667,14.31774,14.192495625,10.8664232291667,10.6126075,13.3994266875,16.1888152083333,13.5116876875,13.8172966666667,12.899142625,10.4531736666667,9.9888715625,12.8098312361111,15.1105452083333,NaN,12.779385625,11.360835,10.0689330833333,9.590111375,11.7819620583333,0.148060457123525,0.1402578882344,0.12156494350754,0.0536461951652093,0.0941737151857402,0.0708982233684112,0.104766903764138,0.1655797622081,0.117926732186515,0.135998455849544,0.128689535776349,0.14233667555887,0.105226915913206,0.132626346248764,0.16174770149284,0.13561110582923,0.133417064724423,0.1484356195358,0.100396280604802,0.116466369260446,0.13267902357459
04/06/2020,16.9312504166667,14.5737031875,14.76227,14.5513645833333,11.339456125,11.178112375,13.8893594479167,16.7041541666667,14.05307625,14.2477745833333,13.3262397916667,10.9209422916667,10.5362482291667,13.2980725520833,15.583485625,NaN,13.1368875,11.7983108333333,10.444824875,9.9523180625,12.1831653791667,0.142588099458482,0.137389452958597,0.12051772768121,0.0525267283542604,0.09284036533761,0.069640356129578,0.102583788319956,0.162865781631214,0.116489569879694,0.134755839814954,0.128498745100797,0.142026889172048,0.105278360904716,0.131652531083904,0.1598102329485,0.134984676656381,0.132663368558852,0.148410417651598,0.100160450567299,0.116392525946361,0.132070278721499
